id,llegada,fecha,usuarios_id,reservahabitaciones_id
18418,F,2023-10-16,16421,1830
18419,T,2023-10-25,84498,1945
18420,T,2023-10-15,4283,3704
18421,T,2023-10-29,49739,2864
18422,F,2023-11-02,39487,1529
18423,T,2023-10-08,77497,1443
18424,T,2023-10-16,57818,3416
18425,F,2023-10-18,20008,4491
18426,T,2023-11-04,2807,4611
18427,F,2023-10-13,67322,2771
18428,F,2023-10-16,2326,2854
18429,F,2023-10-21,75502,2585
18430,F,2023-10-08,53821,2807
18431,F,2023-11-05,71732,3372
18432,F,2023-10-09,61971,2474
18433,T,2023-10-22,10218,3973
18434,T,2023-10-30,53206,3592
18435,T,2023-10-29,54415,2935
18436,F,2023-10-31,88115,1993
18437,T,2023-10-10,11976,683
18438,F,2023-10-16,37276,1717
18439,T,2023-10-14,6723,2964
18440,T,2023-10-11,12906,2510
18441,F,2023-11-01,74272,3396
18442,F,2023-10-26,60302,1222
18443,T,2023-10-24,19836,3869
18444,T,2023-10-31,48848,4113
18445,T,2023-10-21,6669,1384
18446,T,2023-10-31,74436,238
18447,F,2023-10-18,79463,4528
18448,T,2023-10-08,37923,220
18449,F,2023-11-03,67328,2215
18450,F,2023-10-18,82154,53
18451,F,2023-11-05,60774,1101
18452,F,2023-10-17,28397,249
18453,T,2023-10-26,46207,3572
18454,F,2023-10-09,33448,3604
18455,F,2023-10-10,63158,4051
18456,T,2023-10-09,46149,4854
18457,T,2023-10-18,21381,529
18458,T,2023-10-21,91254,2790
18459,F,2023-10-13,17863,2132
18460,F,2023-11-01,98602,3798
18461,F,2023-11-04,76640,585
18462,F,2023-10-30,68441,1187
18463,T,2023-10-16,75250,1143
18464,F,2023-10-23,60803,848
18465,F,2023-11-05,66243,1951
18466,T,2023-10-20,78018,2490
18467,T,2023-10-25,40844,644
18468,F,2023-10-14,35251,658
18469,T,2023-10-10,20754,2817
18470,T,2023-11-03,75536,2517
18471,F,2023-10-17,20719,2859
18472,F,2023-10-22,44946,3710
18473,F,2023-11-04,8385,2632
18474,T,2023-10-29,78996,3196
18475,T,2023-10-21,67767,3786
18476,T,2023-10-15,74513,2856
18477,F,2023-10-25,79405,2291
18478,T,2023-10-26,9293,1071
18479,F,2023-10-27,86755,1737
18480,F,2023-10-26,26334,2210
18481,T,2023-11-01,86980,1872
18482,F,2023-10-11,42195,3488
18483,F,2023-10-12,24241,1556
18484,T,2023-10-10,21069,3138
18485,F,2023-11-06,1545,617
18486,F,2023-11-06,46958,3383
18487,F,2023-10-10,7438,2225
18488,T,2023-10-28,22173,4350
18489,T,2023-10-14,70975,4695
18490,F,2023-10-08,74170,4139
18491,F,2023-10-12,15154,1998
18492,T,2023-10-31,48066,4121
18493,F,2023-10-22,28701,4124
18494,F,2023-10-28,81030,4793
18495,F,2023-10-16,99236,1847
18496,T,2023-10-13,48688,3621
18497,T,2023-10-27,1472,3039
18498,T,2023-10-14,47242,2695
18499,F,2023-10-15,56221,4926
18500,T,2023-10-13,91951,2105
18501,F,2023-10-22,28001,4384
18502,F,2023-10-16,21532,3781
18503,T,2023-11-04,61028,2340
18504,F,2023-10-11,52922,4332
18505,T,2023-10-18,79557,1114
18506,F,2023-10-23,82009,2563
18507,F,2023-10-25,57001,186
18508,F,2023-10-13,44432,4317
18509,T,2023-10-19,78674,2599
18510,F,2023-10-30,21692,4527
18511,F,2023-11-03,70162,2183
18512,F,2023-10-19,10959,4832
18513,F,2023-10-24,34322,3669
18514,F,2023-10-31,30462,1391
18515,F,2023-10-09,19524,4424
18516,T,2023-10-12,66899,2604
18517,F,2023-10-20,3278,2738
18518,F,2023-10-25,51029,1832
18519,F,2023-10-24,78601,4890
18520,T,2023-11-04,13962,747
18521,T,2023-10-24,94519,4133
18522,F,2023-10-28,76790,4899
18523,F,2023-11-04,32329,1604
18524,F,2023-10-12,35037,4008
18525,T,2023-11-06,48544,3411
18526,T,2023-11-02,79586,689
18527,T,2023-10-22,12723,3807
18528,T,2023-10-28,94966,2599
18529,T,2023-11-06,98388,3139
18530,F,2023-10-25,56341,2309
18531,T,2023-10-13,26366,3943
18532,F,2023-10-08,91047,1048
18533,F,2023-10-22,63523,413
18534,T,2023-11-06,28198,4653
18535,T,2023-10-16,57664,4476
18536,T,2023-10-25,83134,2049
18537,T,2023-10-18,67630,2852
18538,F,2023-11-06,49935,1390
18539,T,2023-10-09,48471,2932
18540,F,2023-10-21,10471,1798
18541,F,2023-11-02,10871,55
18542,F,2023-10-10,83963,2302
18543,T,2023-11-05,37350,4409
18544,T,2023-10-27,40792,1625
18545,T,2023-10-29,39244,251
18546,F,2023-10-23,56639,4280
18547,F,2023-10-17,98644,818
18548,T,2023-10-24,41280,1013
18549,F,2023-10-08,48603,3549
18550,F,2023-11-01,54806,2961
18551,T,2023-10-12,965,1164
18552,F,2023-10-31,63158,1256
18553,T,2023-10-23,96360,1845
18554,F,2023-11-03,31242,812
18555,T,2023-10-13,23012,4311
18556,T,2023-10-17,44197,1040
18557,T,2023-11-04,87594,2279
18558,T,2023-10-28,19245,2861
18559,T,2023-10-30,8389,4123
18560,F,2023-10-08,2139,470
18561,F,2023-11-05,40625,1797
18562,F,2023-10-23,26040,602
18563,T,2023-10-12,38436,1567
18564,F,2023-10-16,96692,1665
18565,T,2023-10-11,80702,4790
18566,F,2023-10-15,75592,2806
18567,T,2023-10-11,31752,1706
18568,F,2023-10-22,74124,3878
18569,F,2023-11-05,30093,4646
18570,T,2023-10-21,53243,3510
18571,T,2023-11-02,5138,1791
18572,T,2023-10-20,91885,2849
18573,T,2023-10-22,58049,2241
18574,F,2023-10-09,1974,3008
18575,F,2023-10-24,42193,2429
18576,F,2023-11-02,92307,3259
18577,F,2023-10-18,97213,1759
18578,F,2023-10-08,81927,4932
18579,F,2023-11-02,27469,2705
18580,T,2023-11-04,21320,4543
18581,T,2023-10-30,74343,1444
18582,T,2023-10-22,85045,1016
18583,F,2023-10-31,72326,4401
18584,F,2023-10-17,8133,4250
18585,T,2023-10-18,3722,1288
18586,T,2023-10-27,14757,1557
18587,F,2023-10-23,27795,2232
18588,T,2023-10-31,36416,183
18589,F,2023-10-18,6161,651
18590,T,2023-10-20,57064,1045
18591,T,2023-10-27,47315,909
18592,F,2023-10-13,55297,475
18593,T,2023-10-13,5963,2857
18594,F,2023-10-30,73818,884
18595,T,2023-10-29,13763,714
18596,F,2023-10-16,99884,3495
18597,F,2023-10-27,19588,4992
18598,T,2023-10-28,13550,3695
18599,F,2023-10-20,74428,1964
18600,F,2023-10-27,70458,513
18601,F,2023-11-04,88366,1851
18602,F,2023-10-22,97405,2171
18603,T,2023-11-03,51551,2573
18604,T,2023-10-17,47693,4190
18605,T,2023-10-30,8600,3903
18606,F,2023-10-29,39183,1050
18607,T,2023-10-29,73167,2624
18608,T,2023-10-30,36104,3643
18609,T,2023-10-28,49378,1489
18610,T,2023-10-13,45649,2688
18611,T,2023-10-28,42777,2694
18612,F,2023-10-17,37677,2226
18613,F,2023-10-31,99324,391
18614,F,2023-10-12,43551,4742
18615,F,2023-10-24,50381,2582
18616,T,2023-10-16,98427,512
18617,T,2023-10-21,50394,2500
18618,F,2023-11-02,4952,2386
18619,T,2023-11-03,51516,2988
18620,T,2023-10-14,31249,1250
18621,F,2023-10-18,39369,3093
18622,F,2023-10-20,23493,2837
18623,T,2023-10-13,70128,2339
18624,T,2023-11-06,17709,2840
18625,F,2023-11-06,51009,65
18626,F,2023-10-20,58772,740
18627,T,2023-10-23,25552,210
18628,T,2023-11-01,68237,599
18629,F,2023-10-17,39327,3787
18630,F,2023-11-05,75190,771
18631,T,2023-11-05,24155,2980
18632,F,2023-10-26,27257,68
18633,T,2023-10-27,16428,441
18634,T,2023-11-06,38135,2015
18635,F,2023-10-15,33155,4975
18636,T,2023-11-05,86332,1998
18637,T,2023-10-09,54279,3924
18638,T,2023-11-06,14,2723
18639,T,2023-10-17,53064,1305
18640,F,2023-10-19,98121,4887
18641,T,2023-10-25,37621,2251
18642,T,2023-10-20,19860,1300
18643,F,2023-10-16,50709,1737
18644,F,2023-10-25,51244,4766
18645,T,2023-10-09,56385,3874
18646,T,2023-11-06,2795,753
18647,T,2023-10-31,93148,1155
18648,F,2023-10-11,48010,3556
18649,F,2023-10-14,82566,596
18650,F,2023-10-24,28371,1988
18651,F,2023-10-16,33676,3227
18652,T,2023-10-28,45530,3420
18653,T,2023-10-20,29956,1118
18654,T,2023-11-04,80149,3021
18655,T,2023-10-16,3190,843
18656,T,2023-10-17,91106,2235
18657,F,2023-10-15,26375,4948
18658,F,2023-10-08,39480,4485
18659,T,2023-10-09,16937,4914
18660,F,2023-10-19,61331,2329
18661,T,2023-10-28,84781,705
18662,T,2023-10-29,42020,1799
18663,T,2023-10-19,12799,4744
18664,T,2023-11-01,32382,1844
18665,T,2023-10-10,43263,774
18666,F,2023-11-03,43835,4842
18667,F,2023-10-12,53377,2399
18668,F,2023-11-01,66551,3240
18669,T,2023-10-08,59955,3597
18670,F,2023-10-22,50388,3702
18671,F,2023-10-27,14367,927
18672,T,2023-11-02,29382,1536
18673,F,2023-10-26,31738,2310
18674,F,2023-10-24,58696,2685
18675,F,2023-10-22,25229,2144
18676,F,2023-11-01,59084,1675
18677,F,2023-10-14,91232,2880
18678,F,2023-10-11,68202,3624
18679,T,2023-10-27,74716,1924
18680,T,2023-10-11,46678,4099
18681,T,2023-10-11,60710,4325
18682,F,2023-10-10,19696,3798
18683,F,2023-10-30,49831,261
18684,F,2023-11-04,6343,3895
18685,F,2023-10-08,78094,1562
18686,T,2023-11-06,66777,1672
18687,T,2023-10-19,4099,718
18688,T,2023-11-03,12754,3087
18689,T,2023-10-19,84127,1983
18690,F,2023-11-01,16023,3180
18691,T,2023-10-29,14851,2589
18692,F,2023-10-08,59474,2599
18693,F,2023-10-24,28789,435
18694,F,2023-10-27,90854,3171
18695,T,2023-10-16,76292,4735
18696,F,2023-10-17,33409,2636
18697,T,2023-11-05,77888,3664
18698,F,2023-10-18,12426,12
18699,F,2023-10-25,15773,2760
18700,F,2023-10-15,79289,64
18701,F,2023-10-12,97564,2160
18702,T,2023-10-16,52337,1229
18703,T,2023-10-14,94548,153
18704,T,2023-10-26,43775,137
18705,F,2023-10-22,71101,3534
18706,T,2023-10-18,47045,4769
18707,T,2023-10-16,68235,4882
18708,F,2023-11-01,55166,274
18709,F,2023-10-13,67170,347
18710,T,2023-10-22,41210,2816
18711,T,2023-11-05,18108,3703
18712,T,2023-10-22,3680,2829
18713,F,2023-10-15,37552,311
18714,T,2023-10-25,72475,1936
18715,F,2023-10-15,10959,4855
18716,T,2023-11-06,50045,1356
18717,F,2023-11-02,5115,4910
18718,F,2023-11-01,21820,1191
18719,T,2023-10-15,73672,226
18720,T,2023-10-30,68423,2642
18721,T,2023-10-20,32251,1381
18722,T,2023-10-18,3040,1
18723,F,2023-10-19,42181,1447
18724,F,2023-10-30,64767,4532
18725,F,2023-11-06,5546,648
18726,F,2023-10-17,61859,3496
18727,F,2023-10-29,85099,3780
18728,T,2023-11-04,7244,3286
18729,T,2023-10-10,9947,2979
18730,T,2023-10-18,33301,227
18731,T,2023-10-19,49823,4413
18732,F,2023-10-29,22476,230
18733,F,2023-11-04,59714,3118
18734,T,2023-11-06,7569,2979
18735,F,2023-10-15,57526,1962
18736,F,2023-10-20,55156,4063
18737,F,2023-10-23,94323,3161
18738,T,2023-10-12,67825,2829
18739,T,2023-10-27,49370,3155
18740,F,2023-10-28,40008,1934
18741,F,2023-10-20,52387,3850
18742,T,2023-10-19,54785,899
18743,T,2023-10-09,70669,3776
18744,F,2023-10-13,53745,2864
18745,T,2023-10-11,16269,2349
18746,T,2023-10-16,40501,941
18747,F,2023-10-17,75469,2518
18748,T,2023-10-27,20699,2559
18749,F,2023-10-30,69174,1271
18750,F,2023-10-13,98689,3369
18751,T,2023-10-11,44958,596
18752,T,2023-10-15,60564,4189
18753,T,2023-10-31,49996,3842
18754,F,2023-10-11,15097,475
18755,T,2023-10-09,85128,3692
18756,T,2023-10-23,199,4615
18757,F,2023-10-11,4012,987
18758,F,2023-10-14,57345,2327
18759,T,2023-11-03,37254,4920
18760,T,2023-10-21,12115,2535
18761,F,2023-10-27,11014,3758
18762,F,2023-10-19,54922,261
18763,T,2023-10-22,2636,380
18764,F,2023-10-15,60545,2475
18765,T,2023-10-30,32646,3656
18766,T,2023-11-06,17941,3970
18767,T,2023-10-10,83238,3081
18768,F,2023-11-06,22684,4741
18769,F,2023-10-16,63280,1106
18770,F,2023-10-25,42273,244
18771,F,2023-10-10,39382,394
18772,T,2023-10-15,63548,4409
18773,T,2023-10-24,71456,3074
18774,F,2023-10-25,12597,3534
18775,F,2023-11-01,87483,72
18776,T,2023-10-16,65768,1351
18777,T,2023-10-27,85319,2358
18778,T,2023-10-11,21621,4936
18779,F,2023-10-12,26882,1079
18780,F,2023-10-13,96619,1799
18781,T,2023-10-29,66086,1313
18782,F,2023-10-10,4105,618
18783,F,2023-10-14,633,4268
18784,T,2023-11-02,19659,3765
18785,F,2023-10-13,66596,899
18786,T,2023-10-15,13646,2857
18787,F,2023-10-29,82087,2582
18788,F,2023-11-06,81038,4533
18789,T,2023-10-31,71159,3376
18790,T,2023-10-31,79774,2378
18791,F,2023-10-27,99524,1021
18792,F,2023-10-22,47414,73
18793,T,2023-11-02,38344,2048
18794,T,2023-10-18,54665,3133
18795,F,2023-10-18,99301,4651
18796,F,2023-10-11,21074,3992
18797,T,2023-10-23,70404,1623
18798,T,2023-10-27,47634,153
18799,F,2023-10-29,82257,3184
18800,F,2023-10-27,32147,292
18801,F,2023-10-15,61191,2570
18802,T,2023-10-19,91127,1922
18803,T,2023-10-14,74994,390
18804,T,2023-10-20,31367,1978
18805,F,2023-10-28,93775,1492
18806,F,2023-11-02,4688,413
18807,F,2023-10-21,45609,3817
18808,F,2023-10-22,25527,878
18809,F,2023-10-19,20389,1058
18810,F,2023-10-11,32523,4436
18811,T,2023-10-28,61301,2675
18812,T,2023-10-26,49227,3561
18813,F,2023-10-18,88231,3921
18814,F,2023-11-03,40929,338
18815,F,2023-11-02,96235,1878
18816,F,2023-10-29,96899,3196
18817,F,2023-10-26,295,4699
18818,F,2023-10-22,27577,1276
18819,T,2023-10-16,69441,4249
18820,T,2023-10-20,60283,621
18821,F,2023-10-22,42083,3478
18822,F,2023-10-17,83754,1713
18823,F,2023-10-29,81922,2071
18824,T,2023-10-10,27461,3888
18825,T,2023-10-10,89948,1868
18826,T,2023-11-02,92939,2425
18827,T,2023-10-29,21496,983
18828,F,2023-10-22,71302,3363
18829,F,2023-10-12,24238,2731
18830,T,2023-11-04,40492,1137
18831,T,2023-10-22,32826,1674
18832,F,2023-10-29,23418,1039
18833,F,2023-10-22,58278,407
18834,F,2023-10-26,50777,4345
18835,T,2023-10-08,17555,886
18836,F,2023-10-27,80066,1402
18837,F,2023-10-10,60231,1701
18838,F,2023-10-27,29563,3904
18839,T,2023-10-18,6361,1057
18840,T,2023-10-30,1398,2277
18841,F,2023-11-05,58848,2790
18842,T,2023-10-11,72044,852
18843,T,2023-10-26,81364,2184
18844,F,2023-11-06,52656,1105
18845,T,2023-10-13,43031,4797
18846,T,2023-10-25,89230,2084
18847,T,2023-10-16,30708,4759
18848,F,2023-10-16,5373,180
18849,T,2023-10-31,48166,1547
18850,T,2023-10-20,91284,326
18851,T,2023-10-14,30248,4589
18852,T,2023-10-09,89535,396
18853,F,2023-10-22,21396,4775
18854,T,2023-10-08,47066,1220
18855,F,2023-10-24,65597,2870
18856,F,2023-10-13,51698,3057
18857,F,2023-10-27,25152,4500
18858,F,2023-10-24,55650,493
18859,F,2023-10-14,22712,1039
18860,T,2023-10-24,88867,4755
18861,F,2023-10-22,25389,1260
18862,T,2023-10-26,2162,4504
18863,F,2023-10-14,57871,1051
18864,F,2023-10-12,31494,3941
18865,T,2023-10-26,77713,1008
18866,T,2023-10-16,89325,1028
18867,T,2023-10-16,44401,2639
18868,F,2023-10-13,14622,4520
18869,F,2023-11-05,83947,1622
18870,F,2023-10-26,86579,231
18871,F,2023-10-24,56117,2141
18872,F,2023-11-01,63926,3611
18873,F,2023-11-02,60901,2398
18874,T,2023-10-16,29708,4921
18875,T,2023-10-15,43401,3348
18876,T,2023-10-14,50565,1206
18877,T,2023-10-14,58195,2627
18878,F,2023-10-17,54506,107
18879,T,2023-10-21,62527,33
18880,T,2023-10-18,43176,1412
18881,F,2023-11-03,69622,1249
18882,T,2023-11-02,8883,4746
18883,F,2023-10-15,11695,4159
18884,F,2023-10-12,7496,2725
18885,T,2023-10-18,69093,1450
18886,T,2023-10-17,22059,2027
18887,F,2023-10-12,10701,404
18888,T,2023-10-17,57596,2066
18889,F,2023-10-19,71582,4791
18890,T,2023-10-17,1478,3296
18891,F,2023-10-22,97123,2509
18892,T,2023-10-24,89355,1314
18893,T,2023-10-28,29618,171
18894,F,2023-10-20,82370,2771
18895,T,2023-11-06,88982,4411
18896,F,2023-10-31,88018,3600
18897,T,2023-10-08,81860,3889
18898,F,2023-10-21,58362,1454
18899,T,2023-10-16,21243,3842
18900,T,2023-10-10,43324,10
18901,T,2023-11-06,30089,1996
18902,F,2023-11-06,22400,1981
18903,T,2023-10-17,48892,3556
18904,T,2023-10-27,69536,4557
18905,T,2023-10-30,57489,3285
18906,F,2023-11-01,49669,2144
18907,T,2023-10-26,69082,4098
18908,F,2023-10-31,78375,4725
18909,F,2023-10-20,55314,274
18910,T,2023-10-09,82077,3133
18911,F,2023-10-14,64132,3317
18912,F,2023-11-02,97624,235
18913,F,2023-11-06,42841,4015
18914,F,2023-11-01,61886,3587
18915,T,2023-10-11,2337,1393
18916,F,2023-10-18,84385,3942
18917,T,2023-10-19,27824,4421
18918,T,2023-10-23,19203,4036
18919,F,2023-11-01,80057,585
18920,T,2023-11-03,38164,947
18921,F,2023-10-11,79998,2246
18922,T,2023-10-17,95354,2740
18923,F,2023-10-19,13072,1329
18924,F,2023-10-29,63821,2141
18925,F,2023-10-16,63606,3668
18926,F,2023-10-31,36309,2746
18927,T,2023-11-06,31947,3384
18928,F,2023-11-06,25872,813
18929,T,2023-10-12,46700,1434
18930,T,2023-10-22,40550,3381
18931,F,2023-10-12,89779,1189
18932,T,2023-10-08,49268,4954
18933,F,2023-10-24,94148,4350
18934,F,2023-10-21,55041,2730
18935,T,2023-10-11,48795,429
18936,T,2023-11-02,56377,2352
18937,F,2023-10-26,88705,2578
18938,F,2023-10-23,36758,4034
18939,T,2023-10-08,83721,1955
18940,F,2023-10-25,74991,3282
18941,F,2023-10-14,14471,3975
18942,T,2023-10-13,53581,606
18943,F,2023-10-18,33424,3172
18944,F,2023-10-08,15665,4320
18945,T,2023-10-20,11063,3897
18946,T,2023-10-30,65916,614
18947,F,2023-10-19,48731,3649
18948,T,2023-10-17,32963,143
18949,T,2023-11-06,98932,3001
18950,F,2023-10-16,79366,1617
18951,F,2023-10-08,61116,4011
18952,F,2023-10-23,12099,3075
18953,F,2023-10-15,67173,1432
18954,T,2023-11-04,25669,4139
18955,F,2023-10-08,56066,372
18956,F,2023-11-01,88859,4065
18957,T,2023-10-26,4189,1574
18958,T,2023-11-02,60602,2187
18959,F,2023-10-12,68310,1764
18960,T,2023-10-21,34297,3374
18961,F,2023-11-06,1430,745
18962,T,2023-10-21,12751,4161
18963,F,2023-11-01,75119,1288
18964,F,2023-10-22,15490,3246
18965,F,2023-11-04,26521,286
18966,T,2023-11-03,64387,4165
18967,F,2023-11-02,29510,766
18968,T,2023-10-14,66367,2179
18969,T,2023-10-28,31044,4411
18970,F,2023-10-24,96362,4800
18971,F,2023-11-05,68784,2471
18972,T,2023-10-21,59184,1397
18973,F,2023-10-18,29551,2512
18974,T,2023-10-17,90339,1425
18975,T,2023-10-27,86417,1587
18976,F,2023-10-10,73563,1534
18977,F,2023-10-13,46335,3834
18978,F,2023-11-04,1939,2949
18979,T,2023-10-21,90794,1135
18980,F,2023-11-06,28471,3093
18981,F,2023-10-30,49842,828
18982,F,2023-11-06,57982,2490
18983,F,2023-10-25,714,1115
18984,T,2023-10-22,98177,3723
18985,F,2023-10-12,20453,549
18986,T,2023-10-08,38740,4543
18987,T,2023-10-31,38183,2994
18988,T,2023-11-04,39053,1712
18989,T,2023-10-27,68372,3438
18990,F,2023-10-30,64276,4980
18991,F,2023-10-09,60878,4185
18992,T,2023-10-29,38271,72
18993,T,2023-10-10,79361,1082
18994,F,2023-10-12,52659,2284
18995,T,2023-11-05,10243,1094
18996,F,2023-10-27,25934,3139
18997,F,2023-10-12,25090,4542
18998,F,2023-10-28,23823,4643
18999,F,2023-10-29,36711,176
19000,F,2023-10-23,49408,3196
19001,T,2023-10-12,3687,4146
19002,T,2023-10-09,51068,1658
19003,F,2023-10-19,28326,2620
19004,F,2023-10-08,77904,2126
19005,T,2023-10-08,61022,1949
19006,T,2023-11-06,5762,544
19007,T,2023-11-05,128,4839
19008,T,2023-10-11,91327,2904
19009,T,2023-10-10,73553,3284
19010,T,2023-10-12,79170,2420
19011,F,2023-10-08,73573,2834
19012,F,2023-10-17,22170,846
19013,T,2023-10-13,75082,4340
19014,T,2023-11-02,20667,2230
19015,F,2023-10-08,80190,1032
19016,T,2023-10-22,72995,1691
19017,F,2023-11-03,29164,4538
19018,T,2023-11-01,76145,2463
19019,F,2023-10-16,98666,4644
19020,F,2023-11-03,99988,2662
19021,F,2023-10-17,60000,2967
19022,F,2023-10-26,6992,4554
19023,F,2023-10-28,77609,897
19024,T,2023-10-13,41447,2929
19025,F,2023-11-03,13787,3952
19026,F,2023-10-15,87162,4959
19027,T,2023-10-17,20821,4547
19028,T,2023-10-12,97888,2726
19029,F,2023-10-14,96979,3921
19030,F,2023-10-11,48324,4509
19031,F,2023-10-21,76551,1029
19032,T,2023-10-20,26210,2435
19033,T,2023-10-29,69925,4475
19034,F,2023-10-31,16911,1477
19035,T,2023-10-25,5881,169
19036,F,2023-10-24,36093,1956
19037,F,2023-10-28,51992,2341
19038,F,2023-11-01,55392,2221
19039,F,2023-10-22,94269,4306
19040,T,2023-10-22,22080,1096
19041,F,2023-10-30,82845,1707
19042,F,2023-10-08,11325,1425
19043,F,2023-11-03,48170,4480
19044,F,2023-10-23,28183,257
19045,T,2023-11-05,63072,1862
19046,T,2023-11-03,71417,2530
19047,T,2023-10-29,53631,1944
19048,T,2023-10-11,7361,3113
19049,F,2023-10-08,11340,4701
19050,F,2023-10-19,86584,2825
19051,F,2023-10-10,2058,3605
19052,F,2023-11-01,69512,660
19053,F,2023-10-14,84446,1112
19054,T,2023-10-31,40542,2028
19055,F,2023-10-13,89224,3679
19056,F,2023-10-14,49879,1692
19057,T,2023-11-03,41367,4205
19058,F,2023-10-15,80514,1695
19059,F,2023-10-23,3769,4215
19060,F,2023-10-22,31779,97
19061,F,2023-10-28,3287,4974
19062,T,2023-11-06,44919,1333
19063,T,2023-10-09,65781,4968
19064,F,2023-10-22,85985,3922
19065,F,2023-10-22,54199,2645
19066,T,2023-10-28,17400,4210
19067,F,2023-10-19,102,4094
19068,T,2023-10-26,44671,3696
19069,F,2023-10-26,15371,4722
19070,F,2023-10-21,93378,1601
19071,T,2023-10-24,11345,1652
19072,T,2023-11-04,90099,728
19073,T,2023-11-01,99185,4633
19074,T,2023-10-10,30181,2340
19075,T,2023-10-08,6864,588
19076,F,2023-10-24,89853,911
19077,T,2023-10-12,882,3410
19078,T,2023-10-09,31143,1364
19079,F,2023-10-14,85858,2435
19080,T,2023-11-06,32303,2458
19081,T,2023-10-14,88975,3972
19082,T,2023-10-12,11494,1279
19083,F,2023-10-27,69771,3614
19084,F,2023-10-09,57129,1242
19085,F,2023-10-12,1299,1169
19086,F,2023-11-04,81366,2938
19087,T,2023-10-09,38537,1555
19088,T,2023-10-20,16988,1338
19089,T,2023-10-30,45988,1863
19090,F,2023-10-19,27681,3236
19091,F,2023-11-05,99296,4990
19092,F,2023-10-11,49667,478
19093,T,2023-10-26,74410,3316
19094,F,2023-11-02,9202,3712
19095,T,2023-11-01,9304,493
19096,F,2023-10-23,67711,1363
19097,F,2023-10-16,91724,38
19098,F,2023-10-24,91926,1515
19099,F,2023-10-13,40898,1502
19100,F,2023-10-26,91485,3118
19101,T,2023-10-19,22930,4511
19102,F,2023-10-22,46924,1965
19103,F,2023-10-18,90219,4856
19104,T,2023-10-08,11537,4597
19105,T,2023-10-12,8644,1232
19106,T,2023-11-04,85757,3554
19107,T,2023-11-03,41899,1740
19108,F,2023-10-28,73182,932
19109,F,2023-10-10,75552,2915
19110,T,2023-11-03,34941,707
19111,T,2023-11-01,28993,3089
19112,F,2023-10-25,137,2639
19113,F,2023-10-23,21538,2037
19114,F,2023-10-31,43857,758
19115,T,2023-10-25,57970,4668
19116,F,2023-10-16,7430,344
19117,T,2023-10-08,97699,1763
19118,T,2023-10-29,31853,3335
19119,T,2023-10-25,2099,4776
19120,F,2023-10-20,53479,1935
19121,T,2023-10-10,44808,3580
19122,T,2023-10-17,72704,1593
19123,F,2023-10-18,16550,2044
19124,F,2023-10-24,72188,2458
19125,T,2023-11-03,75958,4938
19126,T,2023-10-14,18696,3606
19127,T,2023-10-10,81667,3991
19128,F,2023-10-30,92569,1960
19129,T,2023-10-31,97207,3850
19130,T,2023-10-23,78082,3316
19131,F,2023-10-30,48473,2661
19132,T,2023-10-27,11804,3982
19133,T,2023-10-29,96750,3240
19134,F,2023-10-11,11082,1420
19135,F,2023-10-28,92167,1316
19136,F,2023-10-15,59618,3247
19137,F,2023-10-20,61643,3619
19138,F,2023-10-29,92685,2194
19139,F,2023-10-26,24075,3841
19140,F,2023-10-28,41485,3973
19141,F,2023-10-29,32788,4752
19142,T,2023-10-16,64893,4017
19143,F,2023-10-12,33645,3104
19144,F,2023-11-06,28788,4005
19145,T,2023-10-13,71159,3260
19146,F,2023-11-06,86503,2929
19147,T,2023-10-14,89296,1970
19148,T,2023-10-29,51336,728
19149,T,2023-10-29,54716,3625
19150,F,2023-10-10,85446,2868
19151,T,2023-10-15,9955,3444
19152,T,2023-10-24,22711,527
19153,T,2023-11-01,57541,1244
19154,T,2023-10-10,81569,376
19155,T,2023-10-12,81110,2729
19156,F,2023-10-18,26047,1814
19157,T,2023-10-30,29027,4998
19158,F,2023-10-15,14565,4580
19159,T,2023-10-24,31198,2951
19160,T,2023-11-06,50985,3075
19161,T,2023-11-02,75894,640
19162,T,2023-10-26,93283,1145
19163,T,2023-10-30,29964,1737
19164,F,2023-10-29,42450,2568
19165,F,2023-10-08,36646,2023
19166,F,2023-10-10,46126,3250
19167,T,2023-10-14,1491,3035
19168,T,2023-10-11,59206,1219
19169,F,2023-10-30,22433,3814
19170,T,2023-10-21,18831,1531
19171,T,2023-10-25,37711,2279
19172,F,2023-10-28,48991,4998
19173,F,2023-10-17,13993,5
19174,F,2023-10-26,36827,2199
19175,T,2023-10-26,58022,1251
19176,T,2023-10-30,59467,3856
19177,T,2023-10-22,80554,3351
19178,F,2023-10-19,5243,2274
19179,F,2023-10-17,97834,2168
19180,F,2023-10-14,26924,3225
19181,T,2023-11-06,91823,409
19182,T,2023-10-18,93081,1496
19183,T,2023-10-31,7149,4147
19184,T,2023-10-30,16080,3376
19185,F,2023-10-09,803,4749
19186,F,2023-10-21,87727,1339
19187,T,2023-10-18,16261,2759
19188,F,2023-10-25,49396,3358
19189,F,2023-10-20,99870,1297
19190,F,2023-11-02,65204,4878
19191,F,2023-10-25,69803,3753
19192,T,2023-10-31,99625,1779
19193,F,2023-10-22,56415,4753
19194,F,2023-10-25,82356,690
19195,T,2023-10-21,99044,3718
19196,F,2023-11-05,26632,2621
19197,T,2023-10-08,88990,1413
19198,F,2023-10-31,1937,1431
19199,F,2023-10-26,25078,2144
19200,F,2023-10-18,41201,705
19201,F,2023-11-02,13599,2232
