id,descripcion,costo,fecha,reservahabitaciones_id
68108,Huge open.,119,2023-10-19,99660
68109,Concern.,40,2023-10-23,48301
68110,Read.,176,2023-11-06,14450
68111,Fine.,116,2023-10-12,6071
68112,Human.,91,2023-11-03,52885
68113,Treat.,150,2023-10-12,71786
68114,Family.,160,2023-10-22,62745
68115,Total.,93,2023-10-15,76185
68116,Place.,133,2023-10-31,57358
68117,Everyone.,160,2023-10-17,14506
68118,While.,69,2023-10-13,79741
68119,Start.,27,2023-10-29,1590
68120,Fly black.,83,2023-10-28,37974
68121,Pull poor.,55,2023-10-09,5792
68122,Analysis.,81,2023-10-29,92295
68123,Sea stay.,146,2023-10-25,3472
68124,Five.,179,2023-10-29,32987
68125,Manager.,61,2023-10-22,48463
68126,Indicate.,183,2023-10-17,60756
68127,We.,105,2023-10-18,71527
68128,Number.,31,2023-10-31,17546
68129,Exactly.,158,2023-10-08,97100
68130,Last.,53,2023-10-26,85211
68131,Part.,115,2023-10-15,39612
68132,Option.,192,2023-10-17,3339
68133,Various.,44,2023-10-15,65489
68134,Other.,167,2023-10-26,13145
68135,Great.,137,2023-10-29,858
68136,Key high.,127,2023-10-28,96403
68137,Find seek.,94,2023-11-06,79502
68138,Thousand.,191,2023-10-25,43570
68139,Reason.,36,2023-10-27,72894
68140,Service.,121,2023-10-20,76909
68141,Election.,156,2023-10-23,69972
68142,Girl into.,82,2023-10-28,72084
68143,Gun share.,191,2023-10-16,12876
68144,Rate.,196,2023-11-02,1158
68145,Past she.,103,2023-10-26,87192
68146,Tree seem.,115,2023-11-04,39726
68147,Western.,46,2023-10-10,12710
68148,Wrong.,99,2023-10-21,29903
68149,Only.,187,2023-10-08,40074
68150,Gas story.,128,2023-11-05,56172
68151,Likely.,181,2023-10-20,65062
68152,PM all.,114,2023-10-28,9606
68153,Good sign.,193,2023-11-03,45583
68154,Sport.,80,2023-10-09,70212
68155,Loss.,55,2023-10-11,40926
68156,Western.,114,2023-11-05,27424
68157,Raise.,50,2023-10-31,73010
68158,Might.,16,2023-10-18,6366
68159,Consider.,160,2023-10-26,89100
68160,Now.,115,2023-11-05,61785
68161,Keep line.,188,2023-10-14,40094
68162,Thought.,161,2023-10-10,16159
68163,Discuss.,137,2023-10-31,49598
68164,Heavy.,109,2023-10-15,3980
68165,Represent.,11,2023-10-29,33954
68166,Where.,176,2023-10-09,7365
68167,After.,148,2023-10-25,40535
68168,War today.,143,2023-10-25,68464
68169,Land.,91,2023-10-14,88864
68170,Dog your.,183,2023-10-28,22011
68171,Consider.,165,2023-10-08,2006
68172,Life old.,28,2023-10-29,71463
68173,This.,12,2023-10-30,98622
68174,Picture.,111,2023-10-09,883
68175,This.,65,2023-10-09,99321
68176,Message.,16,2023-11-02,96407
68177,Improve.,63,2023-10-15,7044
68178,Would.,141,2023-10-16,63793
68179,Smile.,161,2023-11-03,24349
68180,Manage.,20,2023-10-28,50578
68181,Glass.,24,2023-10-21,86091
68182,Card.,142,2023-10-12,40896
68183,Live.,60,2023-10-30,16435
68184,Face get.,39,2023-10-31,44054
68185,No.,81,2023-10-14,68804
68186,Film.,70,2023-10-20,57454
68187,Me cut.,134,2023-10-17,54106
68188,Play.,22,2023-10-28,49464
68189,Matter.,146,2023-10-17,25699
68190,Over cut.,78,2023-11-02,38250
68191,Water.,19,2023-10-14,56758
68192,Only fish.,120,2023-11-01,12136
68193,Case.,153,2023-11-05,72193
68194,Song.,83,2023-10-28,32248
68195,Sea.,123,2023-10-09,65176
68196,Rest.,150,2023-10-16,18141
68197,Carry.,140,2023-10-12,84446
68198,Hospital.,195,2023-10-31,64106
68199,Again bed.,20,2023-11-03,41932
68200,Everybody.,48,2023-10-20,59456
68201,Your year.,33,2023-10-29,59133
68202,Occur.,76,2023-10-27,48338
68203,Into size.,161,2023-11-03,87945
68204,Fast.,93,2023-10-24,28645
68205,Ask.,63,2023-10-18,69937
68206,Method.,182,2023-11-02,85613
68207,First.,119,2023-10-31,30957
68208,Behind he.,163,2023-10-30,9239
68209,Indeed.,70,2023-10-15,14915
68210,Hospital.,151,2023-10-21,35987
68211,Push.,103,2023-11-03,89123
68212,Pull.,30,2023-11-05,94454
68213,Trial.,124,2023-10-23,29675
68214,What know.,68,2023-10-30,6386
68215,Natural.,25,2023-11-04,28878
68216,The first.,82,2023-10-25,80571
68217,Language.,38,2023-10-27,73132
68218,Major.,194,2023-10-20,83242
68219,Five.,176,2023-11-05,60165
68220,Key.,53,2023-10-20,828
68221,On those.,61,2023-11-03,37524
68222,Class air.,173,2023-10-28,38093
68223,Through.,191,2023-10-14,11614
68224,Letter.,100,2023-10-20,74970
68225,Enjoy.,49,2023-10-21,39158
68226,Wife.,113,2023-10-10,89811
68227,Place.,67,2023-10-17,21230
68228,Hotel.,112,2023-10-24,80124
68229,Little.,59,2023-10-23,22268
68230,Piece.,93,2023-10-19,51865
68231,Suggest.,166,2023-10-30,39026
68232,Race.,131,2023-10-22,2619
68233,Throw.,125,2023-10-16,6641
68234,Size.,62,2023-10-28,81088
68235,Practice.,28,2023-10-25,96336
68236,Kind.,148,2023-10-12,84530
68237,Amount.,151,2023-10-16,10117
68238,Security.,95,2023-10-22,53189
68239,Set piece.,24,2023-10-22,88766
68240,Leader.,84,2023-10-17,77173
68241,None that.,189,2023-10-08,25161
68242,Name head.,188,2023-10-17,8787
68243,Suffer.,99,2023-11-04,86546
68244,Bad.,25,2023-10-15,99494
68245,Present.,156,2023-10-15,34848
68246,Vote safe.,83,2023-10-27,54685
68247,Action.,197,2023-10-18,81081
68248,Stand can.,92,2023-10-20,9870
68249,Fall.,143,2023-10-25,8197
68250,Usually.,28,2023-10-21,79091
68251,Statement.,140,2023-10-30,83293
68252,Brother.,50,2023-11-03,34673
68253,Suffer.,72,2023-10-16,89242
68254,Society.,55,2023-10-11,78718
68255,Movement.,67,2023-10-11,408
68256,Easy onto.,95,2023-11-04,71348
68257,Law.,80,2023-10-14,65426
68258,Learn use.,157,2023-10-14,67927
68259,Pattern.,26,2023-10-16,77480
68260,Group.,37,2023-10-26,72841
68261,Back.,61,2023-10-25,96506
68262,Hundred.,170,2023-11-03,89077
68263,Whether.,128,2023-10-11,74894
68264,Daughter.,34,2023-10-16,41474
68265,Scientist.,40,2023-11-03,80571
68266,Common.,82,2023-10-09,47829
68267,Success.,135,2023-10-14,66291
68268,Wear who.,169,2023-10-09,40961
68269,Beautiful.,140,2023-10-24,11852
68270,Country.,130,2023-10-08,98457
68271,Activity.,52,2023-11-01,60463
68272,Mr tree.,56,2023-10-24,62889
68273,News sign.,80,2023-11-01,81262
68274,Social.,163,2023-10-23,55141
68275,Threat.,12,2023-10-18,93895
68276,Building.,181,2023-10-17,19851
68277,Outside.,86,2023-10-11,66390
68278,Every.,30,2023-10-21,24508
68279,Week into.,176,2023-10-23,46220
68280,Would.,69,2023-10-20,44042
68281,Whole.,176,2023-10-31,62629
68282,Face.,198,2023-10-09,12658
68283,Now.,111,2023-11-05,8411
68284,Feel.,156,2023-11-04,35030
68285,Avoid.,59,2023-10-16,61795
68286,Alone.,123,2023-11-03,53640
68287,Seek.,36,2023-10-21,48373
68288,Over.,73,2023-11-04,79512
68289,Design.,75,2023-10-08,91010
68290,Prevent.,55,2023-10-22,25583
68291,Front.,80,2023-11-05,95482
68292,Get watch.,194,2023-10-20,74925
68293,Range.,138,2023-10-12,43637
68294,Learn.,67,2023-10-20,9033
68295,Fund.,162,2023-10-26,98311
68296,Yes issue.,91,2023-10-09,40977
68297,Car.,34,2023-11-06,47565
68298,Thing.,135,2023-10-27,94521
68299,Ever deal.,158,2023-10-22,93475
68300,Point.,164,2023-11-01,52258
68301,Begin.,22,2023-10-22,3900
68302,Section.,87,2023-11-05,29767
68303,Moment.,33,2023-10-10,7581
68304,Feeling.,158,2023-10-20,18029
68305,Around.,20,2023-11-03,39232
68306,Writer.,47,2023-11-05,67864
68307,Sister.,47,2023-10-15,8654
68308,House.,175,2023-11-06,96704
68309,Career.,13,2023-10-12,32262
68310,However.,39,2023-10-09,92555
68311,Feeling.,35,2023-11-01,27175
68312,Shake.,152,2023-11-05,33717
68313,Fight.,75,2023-10-22,53455
68314,First.,190,2023-10-08,26511
68315,Certainly.,91,2023-10-18,74999
68316,Not.,54,2023-11-06,36883
68317,Off cold.,77,2023-10-20,54055
68318,She.,150,2023-10-21,96596
68319,Like.,118,2023-10-25,17789
68320,Save see.,23,2023-10-21,70413
68321,Future.,189,2023-10-29,97263
68322,Provide.,72,2023-11-05,19099
68323,Federal.,55,2023-10-19,67425
68324,Sure.,71,2023-10-12,27685
68325,Help.,26,2023-10-25,27354
68326,Southern.,127,2023-10-13,6386
68327,Quite as.,20,2023-11-04,34914
68328,Able.,53,2023-10-22,95998
68329,Manager.,162,2023-10-28,72595
68330,Magazine.,22,2023-10-12,44390
68331,Trip.,74,2023-10-28,95036
68332,Through.,177,2023-10-24,61921
68333,Top pick.,42,2023-10-15,51262
68334,Thought.,140,2023-10-11,89194
68335,Century.,17,2023-10-08,88079
68336,Sea.,118,2023-10-09,41254
68337,Relate.,42,2023-10-30,21541
68338,Probably.,106,2023-11-04,74132
68339,Answer.,153,2023-11-05,68300
68340,Ten nice.,64,2023-10-18,42771
68341,See serve.,170,2023-10-09,77789
68342,Him.,111,2023-11-02,89520
68343,Lose.,171,2023-11-03,38303
68344,Article.,39,2023-10-27,71647
68345,Upon.,25,2023-11-04,35669
68346,Risk.,78,2023-10-11,99339
68347,House.,54,2023-10-11,48842
68348,Me.,198,2023-11-05,14995
68349,Write.,179,2023-10-25,56626
68350,Ago.,156,2023-10-31,11214
68351,Teach.,113,2023-10-19,87651
68352,Let.,80,2023-10-18,58872
68353,Just.,167,2023-10-19,64635
68354,Accept.,91,2023-10-26,57402
68355,Possible.,81,2023-10-25,14580
68356,Front lot.,127,2023-10-13,98123
68357,Stand.,141,2023-10-09,35353
68358,Why large.,137,2023-10-13,83827
68359,Order.,123,2023-10-10,23604
68360,North.,137,2023-10-28,77356
68361,Answer.,14,2023-11-01,23567
68362,Look.,137,2023-10-16,40750
68363,Write.,13,2023-10-31,52774
68364,Nearly.,168,2023-11-05,56423
68365,Social.,120,2023-10-14,37341
68366,Many full.,41,2023-10-26,99276
68367,Likely.,153,2023-10-09,1121
68368,Yourself.,25,2023-10-11,24991
68369,Hand.,23,2023-10-20,82361
68370,Sing.,49,2023-10-31,89150
68371,Open own.,116,2023-10-21,92495
68372,Good sit.,79,2023-10-17,42408
68373,Card.,148,2023-10-21,82577
68374,Accept.,193,2023-10-19,48121
68375,Like.,163,2023-10-27,39811
68376,Range can.,158,2023-10-15,40804
68377,Almost he.,143,2023-10-12,4325
68378,Business.,15,2023-10-12,3932
68379,Design.,17,2023-10-17,91884
68380,Degree.,140,2023-10-29,36090
68381,Service.,60,2023-10-28,15053
68382,Range.,80,2023-11-03,60405
68383,So sign.,96,2023-10-27,47159
68384,Fine.,132,2023-10-17,20235
68385,Approach.,133,2023-10-10,64269
68386,Wonder.,195,2023-10-17,1211
68387,Our.,193,2023-11-01,29980
68388,Himself.,167,2023-10-09,33556
68389,Authority.,185,2023-10-19,15177
68390,Kitchen.,26,2023-10-09,9905
68391,Seek face.,49,2023-10-23,27925
68392,Ok mother.,82,2023-10-13,8928
68393,Senior.,23,2023-11-06,95513
68394,Source.,62,2023-10-22,99805
68395,Stock.,59,2023-10-11,22421
68396,Game.,71,2023-10-21,7435
68397,Best.,82,2023-10-26,41378
68398,Five want.,152,2023-10-19,92006
68399,Least.,178,2023-10-12,53280
68400,Set.,152,2023-10-15,24186
68401,Where.,184,2023-10-23,20781
68402,Score bag.,198,2023-10-20,56495
68403,Team.,37,2023-11-04,51658
68404,Sell.,136,2023-11-03,12142
68405,Movie.,78,2023-10-24,33120
68406,List Mrs.,122,2023-10-27,5406
68407,Central.,133,2023-11-04,52622
68408,At market.,120,2023-10-23,67511
68409,Season.,181,2023-10-21,91965
68410,Social.,76,2023-10-09,87402
68411,Media.,176,2023-11-03,53494
68412,Eye.,89,2023-11-04,94126
68413,Until.,118,2023-11-06,18723
68414,Area.,85,2023-10-10,29727
68415,Executive.,109,2023-10-24,81743
68416,Against.,83,2023-11-05,73768
68417,Analysis.,96,2023-10-09,46418
68418,Western.,69,2023-10-31,44188
68419,Activity.,140,2023-11-04,13261
68420,Base.,106,2023-11-06,16287
68421,Add such.,179,2023-11-06,91815
68422,Chair.,143,2023-10-22,83439
68423,Cup.,116,2023-10-29,91249
68424,Down war.,169,2023-10-17,8395
68425,Where.,73,2023-10-20,55430
68426,Hundred.,158,2023-11-03,2318
68427,Drop.,132,2023-11-01,33371
68428,Size.,75,2023-10-22,96588
68429,Defense.,174,2023-10-15,24012
68430,Around.,179,2023-10-12,174
68431,Pass gun.,13,2023-11-01,37972
68432,Chance.,94,2023-10-19,78482
68433,Entire.,13,2023-10-26,42934
68434,Hundred.,162,2023-11-03,3963
68435,Laugh.,29,2023-10-19,17756
68436,Improve.,67,2023-11-06,23475
68437,Executive.,20,2023-11-04,8780
68438,Us.,109,2023-10-19,11402
68439,Increase.,37,2023-10-09,76184
68440,Seat mind.,60,2023-10-14,71607
68441,Herself.,199,2023-10-26,59594
68442,PM.,159,2023-11-01,87840
68443,Important.,193,2023-10-15,88515
68444,Bill pull.,82,2023-10-31,68380
68445,Manager.,27,2023-10-26,87134
68446,Despite.,197,2023-10-10,79071
68447,Military.,138,2023-10-31,80797
68448,Official.,197,2023-10-11,93703
68449,Available.,188,2023-10-21,33250
68450,Art.,90,2023-10-11,29334
68451,Owner be.,142,2023-10-21,50292
68452,Program.,102,2023-10-15,45070
68453,Fund.,169,2023-10-21,6875
68454,Now.,115,2023-11-05,45506
68455,Social.,139,2023-10-29,30164
68456,Situation.,69,2023-10-22,47499
68457,Democrat.,200,2023-10-13,96379
68458,Side.,49,2023-10-08,10658
68459,Say often.,50,2023-11-06,57850
68460,Stage.,83,2023-10-25,20915
68461,Miss.,177,2023-10-12,31188
68462,Major.,17,2023-11-06,45387
68463,Radio.,67,2023-11-01,90343
68464,Dream.,21,2023-10-16,75973
68465,Last.,100,2023-11-01,32951
68466,Sort.,128,2023-11-03,78770
68467,Unit much.,105,2023-10-20,74314
68468,Seven.,112,2023-11-01,91489
68469,Never.,41,2023-10-19,19395
68470,This.,140,2023-10-12,87225
68471,Role star.,25,2023-10-14,33322
68472,Able.,103,2023-10-26,94359
68473,Member.,87,2023-10-08,70587
68474,Family.,114,2023-10-21,58465
68475,Serious.,74,2023-10-27,36347
68476,He kind.,117,2023-10-08,4852
68477,Officer.,143,2023-10-23,8442
68478,Same whom.,148,2023-10-21,12818
68479,When.,160,2023-10-23,81158
68480,Director.,28,2023-10-30,10332
68481,From my.,178,2023-10-23,19045
68482,Think.,97,2023-10-23,40557
68483,Soldier.,171,2023-10-14,78431
68484,Last.,13,2023-10-28,7418
68485,Computer.,80,2023-10-08,65600
68486,Add sense.,148,2023-10-22,54151
68487,Often.,58,2023-10-08,33718
68488,Challenge.,40,2023-11-05,37425
68489,Win wait.,65,2023-10-22,42228
68490,Soldier.,107,2023-10-08,9689
68491,Road data.,68,2023-10-21,60491
68492,Guess.,74,2023-11-05,34648
68493,Certain.,135,2023-10-24,63432
68494,Guy PM.,58,2023-11-04,19882
68495,Our.,44,2023-10-09,61365
68496,Yet.,123,2023-11-04,17072
68497,Life.,190,2023-11-02,20356
68498,Because.,176,2023-10-17,47563
68499,Money.,89,2023-10-11,72593
68500,Wall hit.,72,2023-10-29,57365
68501,Large way.,122,2023-11-04,34529
68502,About.,75,2023-11-06,70876
68503,Our hard.,20,2023-11-04,67044
68504,Wrong.,120,2023-10-26,41109
68505,Accept.,95,2023-11-04,25911
68506,Drop.,186,2023-10-19,21680
68507,But.,169,2023-10-20,88552
68508,Others.,54,2023-10-10,53650
68509,Piece you.,21,2023-11-04,34027
68510,My action.,156,2023-10-14,99421
68511,Room.,149,2023-11-05,31191
68512,Fire week.,17,2023-10-24,27849
68513,Above.,84,2023-10-23,43638
68514,Week dog.,149,2023-10-18,27020
68515,Sure stop.,58,2023-10-08,90206
68516,Save.,146,2023-10-19,30134
68517,Position.,164,2023-10-25,99556
68518,Huge.,99,2023-10-08,963
68519,Leader.,91,2023-11-05,5761
68520,Public.,116,2023-10-24,88864
68521,Service.,166,2023-10-08,71018
68522,Per dream.,132,2023-10-11,57153
68523,Student.,136,2023-10-24,30825
68524,Less.,180,2023-11-06,65163
68525,Over upon.,70,2023-10-20,57743
68526,Expect.,125,2023-11-06,58678
68527,Three.,119,2023-10-21,25684
68528,Report.,120,2023-10-09,30540
68529,Federal.,132,2023-11-03,63939
68530,Cover.,49,2023-10-08,49096
68531,Who.,181,2023-10-17,2007
68532,Cold.,119,2023-10-15,98514
68533,Speak.,72,2023-11-01,26190
68534,Develop.,65,2023-10-18,61144
68535,Discover.,27,2023-10-18,6729
68536,Give it.,199,2023-10-24,65209
68537,Page.,94,2023-10-16,30090
68538,White.,39,2023-10-17,67921
68539,Time end.,132,2023-10-10,68450
68540,Second.,37,2023-10-21,64319
68541,Voice.,68,2023-11-01,24349
68542,Note team.,83,2023-10-20,34983
68543,Simply.,172,2023-10-25,69044
68544,Those.,80,2023-10-09,35061
68545,Argue any.,142,2023-10-24,53028
68546,Follow.,179,2023-10-25,40910
68547,Assume.,200,2023-10-13,20611
68548,Exist.,70,2023-10-18,30032
68549,Newspaper.,14,2023-10-22,95918
68550,Most.,22,2023-10-31,3552
68551,Nothing.,147,2023-10-18,91854
68552,Special.,142,2023-10-22,9907
68553,Type.,64,2023-10-10,1602
68554,Kind.,195,2023-10-18,26809
68555,Change.,156,2023-10-21,71609
68556,Suggest.,74,2023-11-05,15398
68557,However.,114,2023-10-15,13147
68558,Speak.,131,2023-10-25,23413
68559,Turn sell.,185,2023-11-05,12244
68560,Rule.,46,2023-10-27,1174
68561,Include.,60,2023-10-13,74435
68562,Agency.,33,2023-11-04,22764
68563,Poor loss.,93,2023-10-10,1939
68564,Than.,193,2023-11-06,696
68565,TV.,163,2023-10-12,20804
68566,Anything.,88,2023-10-27,67958
68567,Energy.,148,2023-10-09,30262
68568,Suddenly.,99,2023-10-27,37749
68569,Oil make.,76,2023-10-20,84899
68570,Later but.,185,2023-10-17,51083
68571,Score.,20,2023-10-12,16586
68572,Morning.,151,2023-10-30,39517
68573,Involve.,174,2023-10-30,37122
68574,Well.,103,2023-11-05,32260
68575,Both.,114,2023-10-29,21959
68576,Court how.,96,2023-10-11,86756
68577,Audience.,174,2023-11-02,89099
68578,Cut.,159,2023-10-09,58330
68579,Middle.,34,2023-10-17,59252
68580,Stock.,42,2023-11-06,25239
68581,Approach.,142,2023-10-13,8316
68582,Firm.,120,2023-10-24,71923
68583,Relate.,61,2023-10-16,43968
68584,Follow.,30,2023-10-17,41183
68585,Drive.,112,2023-10-18,59442
68586,Care type.,130,2023-10-09,44847
68587,Husband.,72,2023-10-09,30036
68588,Democrat.,76,2023-10-17,56417
68589,Forward.,48,2023-10-25,2088
68590,Customer.,16,2023-10-20,59622
68591,She final.,70,2023-10-16,26860
68592,New.,105,2023-10-25,65762
68593,Who.,85,2023-10-28,17566
68594,That.,139,2023-10-13,77659
68595,Mouth.,46,2023-11-05,49513
68596,Base hand.,106,2023-10-09,86678
68597,Art.,105,2023-10-17,23883
68598,Worry.,22,2023-11-06,65731
68599,Day mouth.,18,2023-10-16,49046
68600,Voice.,167,2023-10-12,88926
68601,Realize.,62,2023-11-06,39013
68602,Almost.,200,2023-10-29,91184
68603,Lot break.,66,2023-10-26,56985
68604,Move move.,22,2023-10-24,96217
68605,School.,16,2023-10-29,81999
68606,Forward.,34,2023-10-23,10577
68607,Fill.,139,2023-10-13,97496
68608,Real.,165,2023-10-30,96321
68609,Result.,61,2023-10-23,35273
68610,Their.,183,2023-10-08,51281
68611,Doctor.,78,2023-10-09,3319
68612,Clear.,55,2023-10-09,58799
68613,Consumer.,142,2023-10-12,18721
68614,Any.,18,2023-10-25,71828
68615,Better.,92,2023-10-21,39011
68616,Beat.,50,2023-11-03,5826
68617,Myself.,93,2023-10-15,24438
68618,Discuss.,191,2023-11-01,1393
68619,Eight.,64,2023-11-04,9108
68620,Least.,38,2023-10-12,57171
68621,Of indeed.,158,2023-11-03,59341
68622,Friend.,69,2023-10-28,7910
68623,Service.,43,2023-10-08,10381
68624,School.,97,2023-10-27,38407
68625,Together.,56,2023-11-01,4305
68626,In nation.,124,2023-10-27,782
68627,Son poor.,47,2023-11-04,88694
68628,Physical.,166,2023-10-08,56260
68629,Nice.,51,2023-10-31,47978
68630,Probably.,30,2023-10-29,20344
68631,Why else.,56,2023-10-08,14692
68632,Oil.,23,2023-11-04,93175
68633,Democrat.,194,2023-10-16,30615
68634,Air.,134,2023-10-17,63970
68635,Help far.,118,2023-10-24,85963
68636,Name grow.,148,2023-10-19,93884
68637,Size.,18,2023-11-01,16361
68638,Throw.,167,2023-10-11,5728
68639,Campaign.,99,2023-10-31,9094
68640,Admit.,76,2023-10-29,85829
68641,Building.,163,2023-10-31,53219
68642,Science.,65,2023-10-09,88950
68643,Maintain.,156,2023-10-17,55236
68644,Hear.,126,2023-10-29,33472
68645,Middle.,64,2023-10-12,92750
68646,At pretty.,123,2023-10-19,15821
68647,Raise.,196,2023-11-05,24762
68648,Wide.,178,2023-10-23,76094
68649,Girl.,76,2023-10-24,71828
68650,Five.,172,2023-10-25,84092
68651,Radio.,28,2023-10-10,53516
68652,Official.,60,2023-10-17,85200
68653,Hundred.,55,2023-10-20,9403
68654,So.,110,2023-10-20,45265
68655,Maintain.,23,2023-11-04,84205
68656,West hair.,159,2023-10-15,60822
68657,War.,112,2023-10-10,81329
68658,Exactly.,102,2023-10-22,57426
68659,Grow.,29,2023-11-02,69400
68660,Action.,66,2023-11-01,38349
68661,Then.,134,2023-10-16,97307
68662,And talk.,183,2023-10-15,50542
68663,Behavior.,54,2023-10-30,9507
68664,Artist.,96,2023-10-28,81302
68665,Woman can.,174,2023-10-14,14670
68666,Player.,143,2023-10-08,46867
68667,Ask kid.,149,2023-10-27,64145
68668,Federal.,51,2023-10-30,57982
68669,Toward.,98,2023-11-04,13032
68670,Special.,81,2023-10-12,25626
68671,Itself.,176,2023-10-27,18534
68672,Defense.,181,2023-10-24,22588
68673,Control.,89,2023-11-06,22263
68674,Officer.,78,2023-10-31,39800
68675,Politics.,104,2023-10-19,80131
68676,Serious.,21,2023-10-14,15643
68677,Smile.,117,2023-11-01,93690
68678,Hair best.,193,2023-10-11,15970
68679,In.,183,2023-10-25,89854
68680,They.,68,2023-10-21,95224
68681,Baby.,198,2023-10-20,40446
68682,Material.,84,2023-10-26,61355
68683,Including.,38,2023-11-02,83755
68684,Face old.,104,2023-10-17,36012
68685,Against.,37,2023-10-21,42948
68686,See.,22,2023-10-21,34613
68687,How know.,129,2023-10-30,88869
68688,Character.,200,2023-10-09,472
68689,Yeah.,43,2023-10-23,31580
68690,Key quite.,197,2023-11-03,88112
68691,Enjoy.,115,2023-10-24,3713
68692,Someone.,60,2023-10-09,67420
68693,Simply.,195,2023-10-11,23903
68694,Story.,198,2023-10-26,27129
68695,Sing risk.,200,2023-10-11,7721
68696,Check.,173,2023-10-30,23441
68697,Woman.,141,2023-11-04,15590
68698,Pass.,14,2023-10-22,60457
68699,Drug bad.,170,2023-10-09,17930
68700,Wind.,132,2023-10-15,86281
68701,Detail.,113,2023-10-19,47483
68702,Threat.,149,2023-10-13,52517
68703,Standard.,13,2023-10-21,15890
68704,Seek.,191,2023-10-11,29307
68705,Defense.,138,2023-10-20,77215
68706,Year.,181,2023-10-08,10909
68707,Do dog.,171,2023-10-21,29944
68708,Budget.,25,2023-10-08,91207
68709,Art news.,88,2023-10-16,75058
68710,Mother.,178,2023-10-26,54279
68711,According.,50,2023-10-12,58894
68712,Large.,164,2023-10-19,38255
68713,Popular.,101,2023-10-26,91321
68714,Be poor.,29,2023-11-06,38139
68715,Important.,192,2023-10-16,67107
68716,Beyond so.,93,2023-10-11,64785
68717,Cause.,40,2023-11-06,10343
68718,Reality.,120,2023-10-18,81826
68719,More.,67,2023-11-01,54206
68720,Reach I.,102,2023-10-13,363
68721,Computer.,65,2023-11-01,78148
68722,Though.,62,2023-11-01,77294
68723,Sign.,155,2023-10-29,6277
68724,Future.,33,2023-11-03,51300
68725,Pass.,141,2023-10-19,99872
68726,Moment.,20,2023-10-23,98897
68727,Allow.,120,2023-10-22,23861
68728,Set.,148,2023-10-22,24518
68729,Eat.,88,2023-11-01,60084
68730,There.,133,2023-10-22,91122
68731,Begin.,61,2023-11-03,70347
68732,It.,93,2023-10-17,78989
68733,Food.,197,2023-10-18,67048
68734,Policy.,113,2023-10-27,83228
68735,Begin.,163,2023-10-20,61158
68736,Now.,187,2023-10-12,3717
68737,Common.,38,2023-10-26,66905
68738,Black.,88,2023-11-01,82130
68739,Popular.,193,2023-10-12,10209
68740,Buy.,95,2023-10-16,11245
68741,So say.,21,2023-10-09,69322
68742,Quickly.,71,2023-10-25,74663
68743,Friend.,18,2023-10-14,29036
68744,Issue.,144,2023-10-20,36397
68745,Usually.,161,2023-10-16,77658
68746,How point.,22,2023-10-10,97049
68747,Positive.,173,2023-11-03,77842
68748,Seem.,53,2023-10-15,50357
68749,Economic.,23,2023-11-01,93586
68750,Create.,143,2023-10-13,31704
68751,Single.,125,2023-11-03,12292
68752,Work.,73,2023-10-10,29039
68753,Half.,137,2023-11-02,63965
68754,Everybody.,112,2023-10-15,37168
68755,Issue key.,114,2023-11-06,33634
68756,Direction.,56,2023-10-16,61195
68757,Good good.,172,2023-10-09,93078
68758,Eight.,124,2023-10-29,39019
68759,Age.,193,2023-11-02,3709
68760,Majority.,74,2023-10-19,16205
68761,Every.,99,2023-10-11,52499
68762,Writer.,140,2023-11-04,34303
68763,Machine.,72,2023-10-28,53122
68764,Hair.,16,2023-11-06,19896
68765,As.,26,2023-10-22,65119
68766,Explain.,130,2023-10-19,88688
68767,Forward.,47,2023-10-22,9662
68768,Tax at.,119,2023-10-19,55754
68769,Industry.,100,2023-10-31,36725
68770,Game.,84,2023-11-03,14888
68771,Side rich.,51,2023-10-26,25867
68772,Federal.,81,2023-10-31,92184
68773,Quite.,28,2023-10-17,1747
68774,Hour back.,149,2023-10-09,73090
68775,Contain.,109,2023-11-03,58431
68776,Bag need.,83,2023-10-23,43109
68777,Soon.,30,2023-10-22,13187
68778,Challenge.,200,2023-10-22,16433
68779,Wrong.,54,2023-10-21,99527
68780,Across.,64,2023-11-05,32161
68781,Very.,131,2023-11-02,17634
68782,Nor.,196,2023-10-12,42914
68783,Network.,117,2023-10-26,81969
68784,Raise.,142,2023-10-15,87600
68785,Trial.,43,2023-10-13,97954
68786,Medical.,155,2023-10-31,71105
68787,Five when.,157,2023-10-21,7924
68788,Send.,11,2023-10-11,7734
68789,Lot.,42,2023-10-21,76106
68790,Analysis.,95,2023-10-21,95083
68791,Citizen.,166,2023-10-23,93545
68792,Who south.,16,2023-10-23,59981
68793,Point.,72,2023-10-26,12837
68794,True.,188,2023-10-22,20753
68795,Certainly.,55,2023-10-26,42651
68796,Talk.,195,2023-10-09,86484
68797,Find.,95,2023-10-26,15440
68798,Guess.,49,2023-10-28,28770
68799,Media.,168,2023-10-29,47144
68800,Entire.,162,2023-10-18,3410
68801,Require.,130,2023-10-26,77828
68802,Husband.,101,2023-10-14,96999
68803,Item easy.,128,2023-11-02,83886
68804,Her film.,93,2023-10-25,67495
68805,Yet.,40,2023-11-02,25991
68806,Dream.,164,2023-10-14,25145
68807,Only car.,87,2023-10-15,21683
68808,Quite.,123,2023-11-06,59019
68809,True.,37,2023-10-21,43932
68810,Quickly.,92,2023-10-14,75154
68811,Dream.,190,2023-10-25,80778
68812,Law.,22,2023-10-19,6086
