id,costo,descripcion
35329,124,behavior
35330,156,wear
35331,158,full
35332,42,staff
35333,84,mind
35334,111,show
35335,140,among
35336,113,improve
35337,128,personal
35338,26,foreign
35339,136,attention
35340,158,describe
35341,193,war
35342,70,drop
35343,76,garden
35344,53,but
35345,114,last
35346,69,American
35347,141,prepare
35348,49,build
35349,116,light
35350,68,could
35351,13,follow
35352,124,Republican
35353,114,whole
35354,177,city
35355,54,challenge
35356,13,physical
35357,125,state
35358,52,fly
35359,121,probably
35360,146,throughout
35361,147,best
35362,191,future
35363,120,talk
35364,169,but
35365,149,economic
35366,91,unit
35367,84,technology
35368,133,against
35369,52,become
35370,155,against
35371,185,cold
35372,50,discussion
35373,88,floor
35374,118,oil
35375,185,least
35376,25,your
35377,23,senior
35378,142,read
35379,143,concern
35380,151,floor
35381,160,question
35382,89,firm
35383,154,military
35384,98,modern
35385,165,share
35386,155,head
35387,146,money
35388,170,network
35389,119,over
35390,156,sport
35391,28,establish
35392,136,response
35393,143,any
35394,191,page
35395,131,face
35396,196,start
35397,139,run
35398,74,hope
35399,78,base
35400,10,American
35401,21,write
35402,139,yourself
35403,129,major
35404,166,heart
35405,27,avoid
35406,22,perform
35407,30,beautiful
35408,89,change
35409,148,effort
35410,21,professor
35411,112,room
35412,178,also
35413,194,conference
35414,151,purpose
35415,57,full
35416,47,upon
35417,193,technology
35418,177,look
35419,192,agency
35420,133,successful
35421,161,build
35422,86,prepare
35423,63,manager
35424,192,computer
35425,164,week
35426,113,difficult
35427,165,stuff
35428,21,her
35429,28,easy
35430,134,report
35431,44,hundred
35432,125,method
35433,187,church
35434,162,never
35435,52,lead
35436,168,office
35437,13,thing
35438,148,room
35439,73,side
35440,125,cell
35441,21,security
35442,46,window
35443,176,ball
35444,90,machine
35445,153,party
35446,175,central
35447,97,more
35448,115,visit
35449,11,finally
35450,42,listen
35451,30,value
35452,85,report
35453,141,authority
35454,83,truth
35455,62,collection
35456,15,hard
35457,173,side
35458,152,on
35459,196,free
35460,123,several
35461,53,expert
35462,60,single
35463,79,myself
35464,79,body
35465,36,five
35466,157,pass
35467,151,believe
35468,16,issue
35469,34,air
35470,33,important
35471,25,enjoy
35472,85,time
35473,70,statement
35474,36,goal
35475,44,question
35476,100,relationship
35477,151,look
35478,192,chance
35479,74,drop
35480,76,fact
35481,86,standard
35482,34,they
35483,180,maintain
35484,79,middle
35485,77,even
35486,70,compare
35487,130,practice
35488,11,good
35489,13,must
35490,77,simply
35491,117,morning
35492,83,occur
35493,36,development
35494,77,town
35495,25,determine
35496,47,interview
35497,105,major
35498,20,much
35499,124,tonight
35500,109,owner
35501,134,answer
35502,112,message
35503,157,door
35504,169,life
35505,169,lose
35506,19,everyone
35507,68,unit
35508,182,its
35509,185,boy
35510,178,expert
35511,33,work
35512,166,nature
35513,93,recent
35514,21,last
35515,78,matter
35516,45,raise
35517,37,law
35518,17,small
35519,101,state
35520,37,mother
35521,54,food
35522,98,foot
35523,168,plant
35524,183,it
35525,107,talk
35526,132,push
35527,58,capital
35528,148,although
35529,104,edge
35530,182,paper
35531,118,bad
35532,69,find
35533,18,something
35534,40,outside
35535,53,pattern
35536,168,opportunity
35537,23,treatment
35538,147,make
35539,154,similar
35540,68,decade
35541,14,change
35542,183,might
35543,172,system
35544,161,state
35545,81,director
35546,180,through
35547,74,become
35548,71,interest
35549,164,direction
35550,132,same
35551,21,will
35552,118,read
35553,67,ever
35554,138,half
35555,195,rich
35556,175,ten
35557,66,behavior
35558,152,soldier
35559,148,but
35560,160,card
35561,35,time
35562,162,value
35563,147,read
35564,149,agree
35565,51,per
35566,162,outside
35567,169,fast
35568,151,interview
35569,42,base
35570,57,current
35571,171,television
35572,164,eat
35573,35,future
35574,98,office
35575,158,owner
35576,171,dinner
35577,136,production
35578,102,human
35579,111,suggest
35580,33,worker
35581,12,discussion
35582,179,only
35583,25,minute
35584,190,magazine
35585,69,present
35586,187,change
35587,165,say
35588,114,stuff
35589,58,entire
35590,127,similar
35591,116,stay
35592,99,them
35593,97,thousand
35594,154,positive
35595,16,himself
35596,74,can
35597,160,half
35598,195,movie
35599,122,source
35600,27,administration
35601,180,in
35602,140,hair
35603,92,yet
35604,133,know
35605,124,newspaper
35606,170,already
35607,22,speak
35608,111,bar
35609,38,finally
35610,119,stay
35611,152,take
35612,12,lot
35613,15,instead
35614,192,parent
35615,199,tend
35616,106,money
35617,170,painting
35618,13,capital
35619,41,movement
35620,166,loss
35621,154,election
35622,51,resource
35623,43,join
35624,182,or
35625,116,common
35626,13,despite
35627,85,like
35628,87,blood
35629,33,through
35630,67,camera
35631,97,government
35632,118,series
35633,114,truth
35634,68,top
35635,148,perhaps
35636,45,exist
35637,62,happy
35638,148,detail
35639,139,activity
35640,61,discuss
35641,101,civil
35642,16,smile
35643,75,analysis
35644,48,shake
35645,96,level
35646,198,start
35647,22,continue
35648,181,set
35649,107,bag
35650,104,continue
35651,166,skin
35652,150,sister
35653,91,win
35654,140,expert
35655,195,generation
35656,83,simple
35657,103,able
35658,125,such
35659,172,paper
35660,156,letter
35661,197,mission
35662,62,election
35663,42,the
35664,26,attack
35665,80,claim
35666,37,difference
35667,101,rule
35668,87,much
35669,190,everything
35670,200,almost
35671,179,whether
35672,57,site
35673,120,staff
35674,25,outside
35675,161,yet
35676,51,themselves
35677,67,suggest
35678,65,speak
35679,175,deep
35680,40,take
35681,155,almost
35682,101,one
35683,178,shake
35684,131,clear
35685,137,history
35686,173,west
35687,153,matter
35688,173,personal
35689,119,discover
35690,135,cover
35691,78,company
35692,175,story
35693,18,here
35694,154,nearly
35695,74,step
35696,88,two
35697,197,yourself
35698,141,view
35699,83,along
35700,138,could
35701,34,contain
35702,91,good
35703,177,school
35704,121,attention
35705,147,data
35706,180,sea
35707,43,my
35708,128,sense
35709,49,leader
35710,193,event
35711,49,animal
35712,81,usually
35713,135,here
35714,172,customer
35715,58,cultural
35716,46,poor
35717,143,relationship
35718,147,fast
35719,53,agreement
35720,155,growth
35721,112,heart
35722,169,radio
35723,72,race
35724,167,there
35725,20,artist
35726,31,program
35727,15,their
35728,44,too
35729,41,suggest
35730,191,beat
35731,50,probably
35732,177,occur
35733,66,smile
35734,170,central
35735,36,really
35736,119,company
35737,143,war
35738,190,suffer
35739,23,office
35740,135,sit
35741,86,with
35742,103,war
35743,188,indicate
35744,43,enough
35745,100,draw
35746,27,show
35747,61,leave
35748,39,put
35749,195,itself
35750,58,sound
35751,99,daughter
35752,163,similar
35753,102,responsibility
35754,189,very
35755,25,power
35756,144,news
35757,20,cold
35758,45,what
35759,133,style
35760,147,policy
35761,48,assume
35762,81,show
35763,39,cost
35764,19,do
35765,122,real
35766,73,base
35767,52,nature
35768,178,as
35769,107,option
35770,194,why
35771,14,language
35772,152,art
35773,30,century
35774,184,grow
35775,43,sell
35776,101,no
35777,68,various
35778,66,we
35779,155,stop
35780,89,their
35781,146,about
35782,133,song
35783,122,music
35784,82,street
35785,78,moment
35786,62,serious
35787,68,try
35788,200,suddenly
35789,137,staff
35790,69,million
35791,31,look
35792,23,nothing
35793,85,economic
35794,182,bit
35795,166,hundred
35796,109,pick
35797,138,career
35798,179,institution
35799,63,western
35800,51,expect
35801,35,political
35802,91,we
35803,87,easy
35804,106,position
35805,120,leg
35806,190,relate
35807,132,because
35808,91,hit
35809,124,candidate
35810,182,certainly
35811,71,protect
35812,151,break
35813,185,machine
35814,21,other
35815,187,food
35816,74,task
35817,50,soldier
35818,119,player
35819,192,strong
35820,114,develop
35821,95,southern
35822,121,cold
35823,26,truth
35824,57,local
35825,62,beat
35826,45,cultural
35827,106,recently
35828,104,continue
35829,28,little
35830,124,impact
35831,81,less
35832,27,cover
35833,152,tree
35834,53,way
35835,84,collection
35836,15,night
35837,77,yeah
35838,87,bar
35839,45,alone
35840,44,exactly
35841,83,say
35842,191,positive
35843,158,one
35844,44,develop
35845,116,system
35846,157,result
35847,141,interest
35848,116,decision
35849,177,road
35850,112,film
35851,65,human
35852,131,off
35853,98,evening
35854,76,thank
35855,187,Mrs
35856,112,animal
35857,151,probably
35858,17,it
35859,41,address
35860,152,claim
35861,111,by
35862,195,benefit
35863,178,look
35864,99,produce
35865,112,shake
35866,153,enough
35867,73,require
35868,24,age
35869,147,over
35870,199,generation
35871,131,create
35872,156,fly
35873,23,art
35874,55,fight
35875,58,goal
35876,183,give
35877,65,clear
35878,22,relationship
35879,141,cold
35880,91,forward
35881,122,size
35882,123,civil
35883,132,know
35884,17,answer
35885,88,or
35886,104,matter
35887,89,good
35888,60,affect
35889,21,or
35890,116,after
35891,190,house
35892,172,music
35893,51,provide
35894,142,network
35895,126,garden
35896,160,PM
35897,33,imagine
35898,169,who
35899,36,have
35900,47,attention
35901,192,war
35902,26,want
35903,83,billion
35904,109,sure
35905,125,white
35906,155,less
35907,20,ground
35908,13,ten
35909,32,senior
35910,97,traditional
35911,99,today
35912,157,defense
35913,190,manage
35914,110,smile
35915,15,hair
35916,192,others
35917,54,national
35918,85,beautiful
35919,46,item
35920,147,month
35921,129,quality
35922,159,sure
35923,170,tonight
35924,53,too
35925,144,space
35926,34,society
35927,24,type
35928,24,class
35929,167,area
35930,49,example
35931,136,allow
35932,58,kid
35933,113,national
35934,150,enter
35935,140,article
35936,78,hand
35937,105,it
35938,38,break
35939,102,feel
35940,193,sense
35941,168,media
35942,198,plan
35943,91,project
35944,103,ahead
35945,122,fill
35946,175,real
35947,95,traditional
35948,18,check
35949,10,speak
35950,58,act
35951,148,beautiful
35952,95,window
35953,187,ok
35954,83,open
35955,157,write
35956,144,wife
35957,148,action
35958,155,suddenly
35959,169,fall
35960,193,wonder
35961,20,miss
35962,95,already
35963,66,standard
35964,172,summer
35965,34,eye
35966,47,start
35967,135,already
35968,144,cause
35969,105,list
35970,24,today
35971,61,yet
35972,112,happy
35973,52,lay
35974,126,federal
35975,138,year
35976,32,company
35977,59,him
35978,90,big
35979,109,lose
35980,120,religious
35981,111,red
35982,91,true
35983,93,skill
35984,29,black
35985,59,record
35986,139,hotel
35987,34,human
35988,161,trial
35989,155,wall
35990,141,box
35991,192,nor
35992,134,find
35993,105,member
35994,135,class
35995,158,everybody
35996,145,plan
35997,186,focus
35998,154,now
35999,46,employee
36000,134,walk
36001,59,me
36002,97,even
36003,63,source
36004,87,Republican
36005,48,but
36006,131,set
36007,70,name
36008,199,as
36009,193,interest
36010,30,television
36011,10,experience
36012,198,point
36013,124,fire
36014,123,morning
36015,14,watch
36016,141,fast
36017,81,deep
36018,81,seat
36019,103,central
36020,62,two
36021,14,with
36022,198,sing
36023,77,ball
36024,95,enter
36025,25,oil
36026,112,conference
36027,167,soon
36028,51,could
36029,26,doctor
36030,49,recognize
36031,61,take
36032,139,school
36033,130,whose
36034,160,stop
36035,62,sound
36036,12,success
36037,23,property
36038,118,white
36039,101,movie
36040,85,once
36041,106,guess
36042,135,ahead
36043,111,sure
36044,184,indicate
36045,180,environmental
36046,40,even
36047,200,lawyer
36048,142,who
36049,64,first
36050,179,could
36051,162,find
36052,83,hard
36053,192,play
36054,120,television
36055,70,send
36056,113,unit
36057,184,so
36058,36,evening
36059,169,return
36060,171,him
36061,175,behind
36062,144,bring
36063,35,ground
36064,177,her
36065,167,apply
36066,106,entire
36067,179,safe
36068,109,man
36069,173,stand
36070,148,nothing
36071,36,matter
36072,167,force
36073,85,simple
36074,193,what
36075,113,analysis
36076,103,glass
36077,177,each
36078,11,fine
36079,85,issue
36080,105,lawyer
36081,112,expect
36082,109,important
36083,45,foot
36084,47,parent
36085,179,history
36086,135,window
36087,123,prevent
36088,66,to
36089,101,buy
36090,15,figure
36091,194,heart
36092,131,once
36093,185,throughout
36094,147,decide
36095,72,city
36096,63,budget
36097,36,government
36098,140,speech
36099,180,key
36100,29,worker
36101,97,peace
36102,193,star
36103,130,process
36104,172,like
36105,134,prevent
36106,155,north
36107,17,cut
36108,189,push
36109,102,here
36110,135,food
36111,17,risk
36112,96,old
36113,13,project
36114,112,mother
36115,44,summer
36116,126,four
36117,165,current
36118,199,affect
36119,17,moment
36120,162,story
36121,97,other
36122,31,ground
36123,171,standard
36124,170,minute
36125,111,employee
36126,101,arrive
36127,32,region
36128,171,notice
36129,116,trade
36130,90,get
36131,137,much
36132,185,especially
36133,46,cost
36134,88,very
36135,22,result
36136,154,every
36137,75,everyone
36138,187,site
36139,189,president
36140,29,country
36141,131,next
36142,64,better
36143,196,somebody
36144,26,three
36145,79,must
36146,93,answer
36147,147,nature
36148,82,ten
36149,42,tell
36150,77,sell
36151,181,hear
36152,143,picture
36153,73,life
36154,139,good
36155,172,election
36156,151,feel
36157,193,small
36158,97,feel
36159,88,even
36160,59,expert
36161,183,institution
36162,168,dark
36163,83,sing
36164,36,past
36165,174,which
36166,47,letter
36167,185,responsibility
36168,37,personal
36169,106,help
36170,185,beyond
36171,135,window
36172,68,imagine
36173,97,share
36174,55,prepare
36175,65,low
36176,132,any
36177,200,choice
36178,176,activity
36179,60,arm
36180,120,politics
36181,188,community
36182,113,investment
36183,99,happen
36184,117,language
36185,115,budget
36186,120,perhaps
36187,113,method
36188,81,need
36189,152,available
36190,167,then
36191,168,partner
36192,94,cultural
36193,110,again
36194,107,art
36195,22,ever
36196,12,night
36197,64,hospital
36198,15,operation
36199,197,example
36200,138,start
36201,31,marriage
36202,103,hear
36203,129,produce
36204,163,American
36205,150,hair
36206,72,lot
36207,27,middle
36208,199,forward
36209,23,purpose
36210,96,cell
36211,132,kind
36212,198,onto
36213,77,able
36214,87,money
36215,159,respond
36216,16,lead
36217,94,little
36218,167,establish
36219,70,campaign
36220,87,network
36221,123,attack
36222,93,most
36223,140,Republican
36224,91,this
36225,98,society
36226,46,feeling
36227,84,during
36228,134,tree
36229,183,chance
36230,116,scientist
36231,176,various
36232,197,key
36233,118,again
36234,32,thank
36235,79,significant
36236,176,nation
36237,22,Republican
36238,144,office
36239,23,risk
36240,79,cover
36241,168,research
36242,12,institution
36243,131,machine
36244,179,determine
36245,27,friend
36246,135,environmental
36247,93,thought
36248,73,expect
36249,196,my
36250,151,class
36251,149,major
36252,64,by
36253,185,which
36254,33,world
36255,124,point
36256,50,have
36257,171,help
36258,69,nearly
36259,181,region
36260,137,week
36261,156,center
36262,183,positive
36263,13,service
36264,48,research
36265,131,likely
36266,114,book
36267,114,certainly
36268,23,charge
36269,191,mention
36270,48,according
36271,97,later
36272,45,drug
36273,32,until
36274,99,hundred
36275,181,away
36276,171,away
36277,175,line
36278,169,serve
36279,105,head
36280,17,century
36281,137,direction
36282,199,rich
36283,41,trouble
36284,166,Republican
36285,195,road
36286,97,most
36287,21,store
36288,119,group
36289,33,less
36290,103,get
36291,110,lead
36292,153,build
36293,149,career
36294,10,audience
36295,124,cell
36296,97,learn
36297,88,onto
36298,171,probably
36299,102,part
36300,136,goal
36301,91,think
36302,128,research
36303,143,herself
36304,15,beat
36305,53,seem
36306,115,both
36307,154,idea
36308,114,company
36309,72,avoid
36310,109,pass
36311,13,focus
36312,148,point
36313,24,meet
36314,68,nor
36315,81,against
36316,56,brother
36317,117,significant
36318,66,think
36319,22,first
36320,198,their
36321,183,child
36322,181,audience
36323,147,might
36324,198,author
36325,174,early
36326,153,economy
36327,20,doctor
36328,53,respond
36329,198,summer
36330,38,ever
36331,200,very
36332,145,artist
36333,178,skill
36334,87,forward
36335,108,growth
36336,80,ok
36337,186,we
36338,26,send
36339,19,agree
36340,100,quality
36341,197,wide
36342,116,there
36343,151,economy
36344,73,under
36345,117,your
36346,92,ahead
36347,124,cultural
36348,159,per
36349,193,long
36350,181,base
36351,96,top
36352,121,skin
36353,192,Democrat
36354,91,discover
36355,86,which
36356,105,no
36357,108,your
36358,168,usually
36359,156,paper
36360,51,unit
36361,183,agreement
36362,86,fine
36363,30,throw
36364,65,process
36365,80,finish
36366,102,recent
36367,111,ago
36368,147,well
36369,111,important
36370,10,join
36371,132,edge
36372,75,structure
36373,198,than
36374,46,dog
36375,57,well
36376,112,produce
36377,65,skill
36378,86,if
36379,101,little
36380,33,about
36381,78,suggest
36382,88,again
36383,41,store
36384,142,standard
36385,33,article
36386,30,democratic
36387,164,suffer
36388,74,list
36389,136,nice
36390,170,though
36391,28,build
36392,121,understand
36393,139,be
36394,186,evening
36395,151,figure
36396,91,water
36397,146,collection
36398,48,decade
36399,158,heavy
36400,35,accept
36401,60,story
36402,105,expect
36403,122,write
36404,191,three
36405,139,company
36406,154,me
36407,200,owner
36408,34,social
36409,142,police
36410,15,them
36411,34,spend
36412,184,imagine
36413,147,score
36414,120,bring
36415,46,current
36416,130,writer
36417,143,talk
36418,169,some
36419,54,inside
36420,158,half
36421,13,officer
36422,72,whatever
36423,89,rise
36424,130,school
36425,90,experience
36426,25,security
36427,63,kid
36428,15,hit
36429,25,black
36430,30,artist
36431,99,account
36432,22,back
36433,113,trip
36434,67,recent
36435,193,yard
36436,187,and
36437,30,check
36438,158,common
36439,110,cut
36440,130,particular
36441,109,politics
36442,164,between
36443,44,strategy
36444,151,several
36445,58,cost
36446,44,provide
36447,190,impact
36448,70,bad
36449,79,continue
36450,138,six
36451,151,inside
36452,51,personal
36453,29,course
36454,51,big
36455,152,likely
36456,116,administration
36457,123,agent
36458,95,actually
36459,158,under
36460,66,mind
36461,196,subject
36462,164,will
36463,195,week
36464,51,finally
36465,115,world
36466,151,according
36467,174,recent
36468,172,wear
36469,86,deal
36470,173,home
36471,58,approach
36472,41,class
36473,11,speak
36474,51,enough
36475,119,go
36476,103,more
36477,135,piece
36478,98,up
36479,36,worry
36480,175,answer
36481,135,real
36482,39,very
36483,91,former
36484,113,allow
36485,33,fly
36486,181,may
36487,163,thank
36488,174,military
36489,139,enter
36490,110,result
36491,18,million
36492,38,memory
36493,152,entire
36494,152,same
36495,94,kitchen
36496,86,role
36497,175,onto
36498,200,also
36499,42,part
36500,130,show
36501,26,should
36502,141,sense
36503,119,if
36504,179,song
36505,161,success
36506,98,drive
36507,79,foot
36508,148,have
36509,72,common
36510,157,reveal
36511,72,man
36512,108,compare
36513,199,interesting
36514,63,deal
36515,181,suddenly
36516,36,year
36517,152,outside
36518,63,avoid
36519,148,military
36520,10,parent
36521,64,TV
36522,126,spring
36523,112,perhaps
36524,56,order
36525,75,assume
36526,198,figure
36527,140,bring
36528,126,along
36529,121,left
36530,115,cell
36531,182,institution
36532,185,across
36533,181,but
36534,115,food
36535,125,impact
36536,135,chance
36537,62,senior
36538,194,federal
36539,38,them
36540,164,try
36541,137,hope
36542,74,series
36543,157,cover
36544,56,process
36545,103,without
36546,180,seat
36547,137,learn
36548,100,table
36549,157,live
36550,78,maintain
36551,185,across
36552,109,to
36553,98,model
36554,115,their
36555,154,girl
36556,29,discover
36557,80,benefit
36558,114,itself
36559,159,impact
36560,108,act
36561,101,identify
36562,28,hotel
36563,74,continue
36564,176,line
36565,57,federal
36566,78,safe
36567,119,seek
36568,196,oil
36569,88,seem
36570,36,opportunity
36571,147,purpose
36572,84,visit
36573,137,establish
36574,131,leave
36575,176,expect
36576,141,help
36577,124,impact
36578,174,wall
36579,98,pass
36580,53,clearly
36581,154,produce
36582,127,special
36583,178,mention
36584,155,range
36585,174,list
36586,117,attorney
36587,87,development
36588,48,task
36589,113,far
36590,137,improve
36591,42,indicate
36592,126,room
36593,21,road
36594,199,east
36595,67,kind
36596,127,try
36597,199,participant
36598,162,social
36599,110,part
36600,35,hard
36601,94,data
36602,38,soon
36603,141,few
36604,199,line
36605,12,evening
36606,56,challenge
36607,122,nor
36608,104,soon
36609,181,people
36610,44,level
36611,21,let
36612,76,hundred
36613,126,image
36614,84,feeling
36615,164,through
36616,130,sister
36617,47,phone
36618,188,amount
36619,118,stock
36620,99,like
36621,142,cause
36622,20,physical
36623,108,because
36624,74,major
36625,11,thank
36626,169,culture
36627,137,beautiful
36628,113,medical
36629,10,main
36630,162,religious
36631,140,leader
36632,189,decide
36633,87,those
36634,164,agreement
36635,27,lawyer
36636,110,civil
36637,30,suffer
36638,78,dark
36639,156,if
36640,121,board
36641,101,population
36642,190,officer
36643,50,season
36644,73,over
36645,31,at
36646,59,become
36647,129,sense
36648,197,allow
36649,13,pattern
36650,61,if
36651,48,task
36652,24,note
36653,127,trial
36654,127,gas
36655,23,send
36656,123,operation
36657,17,exactly
36658,199,century
36659,199,heart
36660,55,middle
36661,65,box
36662,157,police
36663,107,kind
36664,14,edge
36665,132,movement
36666,163,still
36667,187,camera
36668,37,lay
36669,74,hold
36670,126,feeling
36671,161,politics
36672,161,involve
36673,200,power
36674,200,try
36675,87,however
36676,29,significant
36677,134,first
36678,133,common
36679,31,wind
36680,55,behind
36681,52,truth
36682,63,technology
36683,149,president
36684,186,minute
36685,130,save
36686,36,hear
36687,43,color
36688,149,win
36689,53,agreement
36690,11,court
36691,168,find
36692,105,down
36693,172,possible
36694,39,office
36695,105,around
36696,181,day
36697,28,stage
36698,15,church
36699,50,board
36700,119,hospital
36701,194,event
36702,107,need
36703,195,day
36704,111,century
36705,200,stage
36706,62,serve
36707,184,executive
36708,88,any
36709,95,protect
36710,123,street
36711,32,per
36712,20,offer
36713,30,policy
36714,168,dark
36715,16,strategy
36716,188,but
36717,36,successful
36718,25,specific
36719,62,other
36720,54,card
36721,84,station
36722,41,wind
36723,106,war
36724,19,job
36725,10,eye
36726,101,official
36727,153,important
36728,18,outside
36729,145,result
36730,128,behind
36731,88,environmental
36732,164,rest
36733,188,friend
36734,130,expert
36735,174,claim
36736,118,white
36737,137,community
36738,20,government
36739,23,beautiful
36740,121,hope
36741,162,travel
36742,128,fight
36743,15,candidate
36744,65,could
36745,91,country
36746,149,again
36747,19,point
36748,120,agent
36749,195,wrong
36750,157,including
36751,116,may
36752,83,service
36753,155,message
36754,192,nice
36755,165,bed
36756,181,start
36757,69,expect
36758,137,responsibility
36759,200,reality
36760,91,player
36761,138,down
36762,59,group
36763,199,article
36764,37,himself
36765,124,arm
36766,141,field
36767,94,there
36768,141,despite
36769,132,student
36770,29,country
36771,31,pay
36772,50,usually
36773,16,off
36774,30,standard
36775,86,blood
36776,58,exactly
36777,145,take
36778,132,mouth
36779,153,edge
36780,58,employee
36781,37,throw
36782,146,participant
36783,195,talk
36784,150,do
36785,186,part
36786,129,training
36787,114,necessary
36788,15,nation
36789,171,create
36790,21,someone
36791,13,address
36792,75,art
36793,136,about
36794,33,west
36795,65,feeling
36796,123,mission
36797,123,agree
36798,65,without
36799,124,dark
36800,163,school
36801,22,choice
36802,53,line
36803,169,whether
36804,95,administration
36805,159,business
36806,115,let
36807,29,describe
36808,154,treat
36809,156,green
36810,53,security
36811,40,form
36812,65,senior
36813,148,defense
36814,166,help
36815,132,home
36816,95,music
36817,48,ability
36818,194,yet
36819,91,growth
36820,169,meet
36821,157,something
36822,58,small
36823,159,better
36824,40,relationship
36825,86,later
36826,172,still
36827,27,event
36828,88,real
36829,11,teacher
36830,189,save
36831,26,marriage
36832,132,look
36833,58,care
36834,107,subject
36835,27,animal
36836,11,small
36837,28,people
36838,99,trade
36839,13,section
36840,92,guess
36841,179,store
36842,45,itself
36843,33,sort
36844,134,most
36845,102,year
36846,128,after
36847,146,draw
36848,39,market
36849,140,attention
36850,182,thing
36851,152,create
36852,66,growth
36853,194,threat
36854,152,development
36855,58,inside
36856,154,good
36857,133,wife
36858,142,military
36859,199,wish
36860,74,fight
36861,150,between
36862,162,right
36863,113,part
36864,173,store
36865,168,thing
36866,84,same
36867,196,produce
36868,149,project
36869,185,rest
36870,21,unit
36871,120,fast
36872,29,candidate
36873,68,lay
36874,79,wife
36875,150,start
36876,23,might
36877,88,sign
36878,176,represent
36879,110,part
36880,151,stand
36881,102,student
36882,179,serve
36883,56,specific
36884,197,perhaps
36885,92,fight
36886,131,space
36887,72,step
36888,24,maintain
36889,63,position
36890,107,individual
36891,195,cold
36892,98,level
36893,169,employee
36894,152,road
36895,139,born
36896,108,place
36897,92,blue
36898,82,decade
36899,176,wide
36900,75,despite
36901,90,worker
36902,65,factor
36903,107,behind
36904,189,food
36905,93,just
36906,56,eight
36907,145,moment
36908,76,draw
36909,155,past
36910,188,bar
36911,37,during
36912,157,quite
36913,122,at
36914,61,manager
36915,129,show
36916,183,trial
36917,65,west
36918,61,house
36919,93,figure
36920,149,language
36921,46,low
36922,171,best
36923,123,trouble
36924,28,tree
36925,25,what
36926,152,reason
36927,32,start
36928,145,training
36929,144,mean
36930,155,structure
36931,99,positive
36932,122,seem
36933,10,city
36934,50,training
36935,133,financial
36936,179,believe
36937,192,bring
36938,177,both
36939,102,she
36940,172,task
36941,152,form
36942,20,recognize
36943,105,their
36944,65,work
36945,31,cold
36946,196,difference
36947,196,soldier
36948,67,pick
36949,109,product
36950,45,the
36951,189,share
36952,122,administration
36953,10,author
36954,170,citizen
36955,101,staff
36956,163,plant
36957,119,base
36958,134,government
36959,72,need
36960,177,station
36961,56,rise
36962,36,board
36963,196,imagine
36964,71,military
36965,26,executive
36966,159,statement
36967,12,boy
36968,84,good
36969,104,inside
36970,88,difficult
36971,140,protect
36972,153,computer
36973,32,forget
36974,90,something
36975,172,kind
36976,72,election
36977,82,behind
36978,161,various
36979,171,performance
36980,170,industry
36981,99,character
36982,131,against
36983,187,class
36984,158,along
36985,120,wide
36986,126,describe
36987,65,learn
36988,116,west
36989,154,teacher
36990,79,similar
36991,160,suffer
36992,90,action
36993,94,work
36994,141,expect
36995,53,point
36996,14,contain
36997,131,attorney
36998,179,international
36999,112,manager
37000,199,skin
37001,22,news
37002,14,find
37003,101,best
37004,63,which
37005,38,eat
37006,167,major
37007,128,manager
37008,59,single
37009,193,class
37010,85,ok
37011,124,reduce
37012,18,would
37013,25,usually
37014,104,ask
37015,87,of
37016,114,leave
37017,60,Mrs
37018,153,control
37019,119,line
37020,28,them
37021,33,they
37022,11,window
37023,63,cold
37024,29,would
37025,41,person
37026,134,whole
37027,33,central
37028,23,yard
37029,137,because
37030,199,blue
37031,175,federal
37032,142,stage
37033,177,financial
37034,50,north
37035,47,single
37036,41,against
37037,19,most
37038,173,position
37039,13,difficult
37040,37,participant
37041,48,home
37042,103,lose
37043,170,despite
37044,52,argue
37045,91,rule
37046,83,half
37047,161,read
37048,193,go
37049,84,news
37050,156,Republican
37051,136,most
37052,34,girl
37053,66,town
37054,90,take
37055,66,could
37056,156,ever
37057,29,show
37058,155,soldier
37059,18,cup
37060,17,idea
37061,84,rather
37062,58,bag
37063,43,change
37064,138,east
37065,178,loss
37066,35,field
37067,195,four
37068,174,you
37069,81,party
37070,182,take
37071,83,hope
37072,177,collection
37073,17,yes
37074,140,present
37075,116,pull
37076,92,indicate
37077,163,head
37078,102,act
37079,121,especially
37080,181,national
37081,54,thus
37082,50,character
37083,148,black
37084,188,admit
37085,172,goal
37086,107,senior
37087,38,employee
37088,61,music
37089,11,research
37090,24,check
37091,182,film
37092,129,position
37093,51,pass
37094,17,table
37095,155,home
37096,136,shoulder
37097,154,senior
37098,154,conference
37099,59,house
37100,177,spend
37101,66,sport
37102,61,level
37103,129,always
37104,140,site
37105,45,TV
37106,189,southern
37107,52,have
37108,73,claim
37109,153,collection
37110,141,suggest
37111,25,information
37112,163,response
37113,85,project
37114,145,third
37115,151,reveal
37116,12,exactly
37117,88,let
37118,62,stop
37119,153,government
37120,82,through
37121,117,season
37122,168,hear
37123,138,grow
37124,138,evidence
37125,15,certain
37126,109,pull
37127,84,much
37128,180,property
37129,35,professional
37130,16,whatever
37131,154,reason
37132,78,at
37133,196,later
37134,170,democratic
37135,15,huge
37136,41,involve
37137,179,ball
37138,192,technology
37139,188,fall
37140,96,than
37141,115,language
37142,126,white
37143,144,present
37144,190,technology
37145,101,training
37146,90,future
37147,197,within
37148,92,friend
37149,145,yourself
37150,39,white
37151,91,expert
37152,135,green
37153,93,wind
37154,78,establish
37155,170,available
