id,nombre,descuento
5603,possible,46
5604,watch,10
5605,staff,31
5606,improve,33
5607,save,34
5608,system,26
5609,Congress,21
5610,present,35
5611,great,11
5612,understand,32
5613,stand,14
5614,note,47
5615,simply,30
5616,two,25
5617,improve,15
5618,detail,17
5619,control,23
5620,top,27
5621,allow,44
5622,perform,10
5623,information,20
5624,since,16
5625,himself,45
5626,quite,34
5627,compare,19
5628,stage,18
5629,without,14
5630,administration,16
5631,hit,14
5632,agency,13
5633,center,42
5634,unit,27
5635,discuss,13
5636,same,38
5637,employee,12
5638,this,15
5639,administration,31
5640,these,28
5641,scientist,26
5642,computer,25
5643,of,40
5644,sport,21
5645,population,26
5646,treatment,42
5647,become,43
5648,agreement,18
5649,director,43
5650,glass,12
5651,write,48
5652,Democrat,38
5653,success,40
5654,for,18
5655,yes,21
5656,of,47
5657,daughter,26
5658,away,42
5659,professor,45
5660,star,20
5661,star,45
5662,adult,33
5663,stage,32
5664,mouth,21
5665,professional,32
5666,yeah,14
5667,affect,48
5668,dinner,17
5669,training,16
5670,enough,11
5671,defense,37
5672,house,14
5673,wife,49
5674,environment,47
5675,second,38
5676,team,24
5677,probably,17
5678,leader,12
5679,life,21
5680,owner,23
5681,person,36
5682,catch,42
5683,add,10
5684,benefit,32
5685,least,49
5686,market,50
5687,reach,24
5688,figure,42
5689,color,29
5690,receive,15
5691,Mrs,34
5692,participant,16
5693,tonight,31
5694,in,13
5695,catch,15
5696,product,29
5697,story,15
5698,method,26
5699,sort,16
5700,far,44
5701,forward,13
5702,western,39
5703,yet,12
5704,the,40
5705,sound,41
5706,material,23
5707,trial,38
5708,body,27
5709,here,27
5710,against,20
5711,someone,23
5712,those,43
5713,moment,23
5714,ten,38
5715,already,10
5716,a,22
5717,hold,33
5718,find,32
5719,certain,35
5720,reveal,22
5721,relate,18
5722,bag,20
5723,let,24
5724,meet,22
5725,around,41
5726,positive,43
5727,society,33
5728,friend,30
5729,by,24
5730,old,32
5731,wear,33
5732,about,23
5733,style,15
5734,defense,29
5735,east,39
5736,inside,32
5737,section,19
5738,seek,24
5739,real,35
5740,wife,47
5741,environmental,45
5742,will,34
5743,site,43
5744,military,41
5745,while,43
5746,that,34
5747,memory,42
5748,those,11
5749,after,16
5750,part,30
5751,debate,40
5752,among,12
5753,good,45
5754,truth,32
5755,watch,47
5756,wrong,34
5757,executive,14
5758,car,39
5759,wish,23
5760,politics,32
5761,environment,16
5762,close,18
5763,brother,13
5764,Democrat,49
5765,population,49
5766,measure,50
5767,feel,26
5768,thing,37
5769,over,21
5770,meet,21
5771,stuff,12
5772,make,29
5773,clear,16
5774,agent,21
5775,term,28
5776,care,34
5777,issue,44
5778,there,16
5779,best,49
5780,cup,50
5781,nice,18
5782,color,38
5783,card,15
5784,arrive,23
5785,meeting,28
5786,away,39
5787,any,30
5788,others,16
5789,music,32
5790,measure,19
5791,generation,24
5792,week,32
5793,thing,37
5794,once,47
5795,still,20
5796,some,16
5797,task,21
5798,dinner,35
5799,media,32
5800,front,10
5801,future,49
5802,data,18
5803,skill,14
5804,really,27
5805,family,27
5806,ability,16
5807,professional,48
5808,care,20
5809,nearly,20
5810,wind,15
5811,road,43
5812,poor,37
5813,major,36
5814,method,11
5815,reduce,45
5816,later,17
5817,stand,43
5818,close,14
5819,few,32
5820,mouth,46
5821,so,44
5822,get,44
5823,gas,22
5824,peace,39
5825,suggest,31
5826,improve,39
5827,past,50
5828,bring,20
5829,state,45
5830,challenge,48
5831,step,37
5832,fire,44
5833,similar,23
5834,personal,46
5835,state,19
5836,candidate,33
5837,wide,34
5838,yeah,29
5839,line,13
5840,natural,24
5841,nor,38
5842,although,30
5843,yourself,37
5844,under,14
5845,kid,28
5846,half,37
5847,voice,22
5848,pull,27
5849,house,10
5850,clearly,38
5851,job,44
5852,manager,36
5853,follow,10
5854,international,32
5855,matter,42
5856,plant,36
5857,teacher,24
5858,enough,17
5859,business,44
5860,meeting,23
5861,then,39
5862,out,10
5863,century,20
5864,full,43
5865,stuff,22
5866,spend,30
5867,media,12
5868,old,10
5869,during,22
5870,site,14
5871,serve,20
5872,game,10
5873,must,27
5874,food,35
5875,increase,25
5876,close,49
5877,material,28
5878,which,40
5879,image,38
5880,prepare,30
5881,course,37
5882,in,14
5883,visit,23
5884,buy,45
5885,energy,35
5886,hold,40
5887,country,39
5888,agency,41
5889,card,46
5890,pressure,32
5891,difficult,15
5892,kind,49
5893,several,28
5894,coach,40
5895,everybody,18
5896,look,32
5897,building,36
5898,near,49
5899,look,10
5900,learn,41
5901,politics,33
5902,fly,10
5903,just,12
5904,benefit,26
5905,somebody,25
5906,deep,45
5907,best,32
5908,before,35
5909,foot,20
5910,place,45
5911,admit,34
5912,boy,17
5913,generation,44
5914,evening,26
5915,challenge,29
5916,reduce,14
5917,more,39
5918,law,25
5919,officer,48
5920,sea,10
5921,capital,48
5922,lay,30
5923,daughter,46
5924,show,21
5925,describe,19
5926,shake,22
5927,then,37
5928,similar,15
5929,woman,37
5930,education,21
5931,successful,21
5932,born,10
5933,his,27
5934,different,11
5935,same,34
5936,save,44
5937,mouth,34
5938,claim,25
5939,animal,20
5940,rather,37
5941,itself,42
5942,poor,25
5943,information,38
5944,tell,11
5945,them,25
5946,else,36
5947,support,17
5948,would,32
5949,speak,15
5950,middle,25
5951,prove,16
5952,receive,25
5953,technology,22
5954,hot,48
5955,soon,48
5956,stop,34
5957,natural,24
5958,some,12
5959,consider,29
5960,indicate,28
5961,thing,30
5962,service,31
5963,film,40
5964,author,40
5965,reality,13
5966,light,25
5967,care,41
5968,free,10
5969,call,16
5970,suddenly,47
5971,reveal,41
5972,toward,48
5973,situation,30
5974,several,39
5975,law,29
5976,view,47
5977,just,32
5978,how,43
5979,assume,15
5980,man,17
5981,each,25
5982,feeling,35
5983,child,47
5984,president,14
5985,firm,26
5986,commercial,42
5987,choice,34
5988,address,33
5989,bit,47
5990,half,23
5991,you,36
5992,actually,40
5993,difficult,20
5994,between,26
5995,head,21
5996,hit,12
5997,heavy,14
5998,baby,34
5999,growth,46
6000,middle,18
6001,particularly,33
6002,act,26
6003,mission,23
6004,often,35
6005,task,25
6006,must,11
6007,wait,23
6008,list,12
6009,special,38
6010,also,48
6011,need,45
6012,consider,23
6013,late,25
6014,happy,26
6015,entire,41
6016,in,29
6017,miss,10
6018,record,27
6019,sit,21
6020,reveal,29
6021,save,11
6022,standard,43
6023,such,17
6024,guy,14
6025,hold,20
6026,involve,13
6027,pattern,44
6028,not,39
6029,their,16
6030,by,21
6031,team,14
6032,show,34
6033,anyone,29
6034,describe,35
6035,skill,41
6036,appear,47
6037,road,50
6038,realize,42
6039,together,11
6040,message,45
6041,take,46
6042,goal,44
6043,exactly,46
6044,up,46
6045,direction,14
6046,left,21
6047,trouble,45
6048,station,20
6049,yeah,33
6050,say,40
6051,time,49
6052,now,48
6053,character,21
6054,mouth,40
6055,discussion,30
6056,Democrat,18
6057,customer,17
6058,quality,31
6059,create,24
6060,yourself,45
6061,education,22
6062,again,12
6063,return,28
6064,itself,36
6065,fire,25
6066,throughout,29
6067,special,11
6068,special,32
6069,purpose,28
6070,government,38
6071,surface,22
6072,become,35
6073,concern,12
6074,tell,37
6075,employee,19
6076,song,25
6077,recent,15
6078,poor,18
6079,war,48
6080,mother,39
6081,road,38
6082,discussion,44
6083,example,41
6084,or,37
6085,field,35
6086,kind,32
6087,security,10
6088,manage,34
6089,role,33
6090,keep,34
6091,wait,38
6092,including,30
6093,indeed,35
6094,myself,19
6095,fire,11
6096,process,39
6097,remain,13
6098,source,12
6099,yourself,18
6100,get,28
6101,rock,45
6102,suddenly,27
6103,condition,25
6104,pass,39
6105,accept,30
6106,sit,21
6107,program,30
6108,place,48
6109,and,44
6110,challenge,14
6111,back,17
6112,happy,38
6113,fill,21
6114,once,41
6115,move,25
6116,play,18
6117,able,47
6118,their,25
6119,more,39
6120,maintain,13
6121,along,19
6122,line,45
6123,between,18
6124,worry,43
6125,so,22
6126,message,11
6127,pattern,30
6128,as,33
6129,result,47
6130,last,38
6131,light,14
6132,policy,36
6133,people,46
6134,wind,46
6135,administration,15
6136,spring,27
6137,mention,32
6138,child,11
6139,discuss,50
6140,clear,44
6141,work,20
6142,smile,41
6143,discussion,19
6144,protect,31
6145,hand,49
6146,all,30
6147,deal,42
6148,administration,28
6149,loss,12
6150,determine,23
6151,million,39
6152,read,35
6153,three,35
6154,answer,14
6155,always,28
6156,statement,46
6157,owner,40
6158,agreement,19
6159,especially,37
6160,evidence,44
6161,little,43
6162,reduce,26
6163,general,26
6164,yourself,13
6165,writer,44
6166,treatment,22
6167,often,45
6168,claim,18
6169,yourself,22
6170,anyone,39
6171,practice,24
6172,class,28
6173,out,50
6174,chance,33
6175,sit,21
6176,total,17
6177,listen,33
6178,item,16
6179,according,40
6180,owner,22
6181,letter,39
6182,community,44
6183,number,49
6184,same,29
6185,serious,27
6186,those,32
6187,pressure,38
6188,summer,24
6189,agent,42
6190,college,20
6191,task,47
6192,security,38
6193,husband,36
6194,medical,38
6195,professor,24
6196,piece,37
6197,the,23
6198,fear,19
6199,soon,31
6200,response,30
6201,address,47
6202,writer,49
6203,low,45
6204,statement,38
6205,seat,26
6206,ok,25
6207,operation,43
6208,likely,10
6209,into,49
6210,here,18
6211,often,46
6212,animal,15
6213,its,13
6214,guy,10
6215,responsibility,17
6216,strategy,36
6217,charge,46
6218,their,19
6219,cause,17
6220,move,28
6221,more,10
6222,significant,45
6223,result,25
6224,shoulder,18
6225,behind,33
6226,pick,41
6227,food,40
6228,system,50
6229,face,40
6230,into,27
6231,force,20
6232,better,33
6233,order,14
6234,two,24
6235,three,47
6236,health,16
6237,blue,31
6238,situation,26
6239,support,49
6240,available,30
6241,fly,41
6242,result,12
6243,today,26
6244,theory,22
6245,baby,45
6246,church,39
6247,positive,44
6248,protect,12
6249,put,29
6250,five,38
6251,Democrat,23
6252,after,33
6253,care,28
6254,fund,24
6255,change,12
6256,level,46
6257,contain,31
6258,skin,17
6259,animal,28
6260,face,29
6261,town,33
6262,reach,43
6263,begin,46
6264,card,32
6265,sort,27
6266,prove,14
6267,itself,16
6268,total,38
6269,themselves,23
6270,hear,43
6271,sell,17
6272,natural,24
6273,huge,15
6274,present,44
6275,threat,48
6276,policy,17
6277,lose,20
6278,treat,11
6279,pick,21
6280,number,10
6281,land,25
6282,act,48
6283,understand,33
6284,impact,14
6285,project,36
6286,movement,16
6287,evidence,26
6288,person,20
6289,note,29
6290,also,31
6291,leave,16
6292,adult,32
6293,one,48
6294,consumer,22
6295,movement,46
6296,life,21
6297,both,19
6298,prevent,29
6299,fly,35
6300,dark,20
6301,change,11
6302,cost,30
6303,Republican,40
6304,organization,18
6305,theory,34
6306,short,27
6307,order,11
6308,reach,30
6309,with,38
6310,usually,43
6311,TV,49
6312,color,38
6313,guess,17
6314,section,29
6315,win,45
6316,little,21
6317,form,37
6318,read,48
6319,exist,40
6320,debate,32
6321,tree,42
6322,social,11
6323,no,19
6324,wish,12
6325,lose,19
6326,method,19
6327,form,33
6328,reflect,18
6329,maybe,45
6330,officer,12
6331,despite,29
6332,production,44
6333,side,29
6334,first,41
6335,catch,17
6336,nothing,47
6337,teach,32
6338,whole,16
6339,edge,11
6340,mission,50
6341,mission,36
6342,card,23
6343,clearly,34
6344,team,32
6345,stock,18
6346,reason,10
6347,first,11
6348,return,32
6349,pressure,17
6350,themselves,27
6351,mission,45
6352,second,30
6353,simple,19
6354,buy,18
6355,institution,35
6356,cause,28
6357,trade,31
6358,shoulder,29
6359,reality,37
6360,ten,14
6361,wife,27
6362,truth,38
6363,half,33
6364,still,31
6365,way,39
6366,population,23
6367,practice,23
6368,official,20
6369,certainly,50
6370,defense,16
6371,character,32
6372,would,20
6373,it,25
6374,available,38
6375,pattern,16
6376,despite,12
6377,forget,32
6378,while,18
6379,accept,11
6380,room,25
6381,surface,27
6382,wrong,29
6383,question,41
6384,foreign,14
6385,culture,25
6386,building,42
6387,natural,45
6388,yourself,41
6389,on,19
6390,save,32
6391,just,50
6392,give,10
6393,hear,35
6394,whether,16
6395,season,32
6396,very,28
6397,eight,46
6398,south,47
6399,reduce,47
6400,carry,45
6401,thought,14
6402,letter,46
6403,end,11
6404,at,49
6405,must,29
6406,house,42
6407,father,26
6408,here,49
6409,between,28
6410,indeed,15
6411,language,11
6412,federal,50
6413,debate,33
6414,east,31
6415,word,10
6416,source,14
6417,action,21
6418,cover,27
6419,decade,17
6420,politics,44
6421,market,47
6422,strong,46
6423,sometimes,29
6424,discuss,26
6425,although,48
6426,series,14
6427,avoid,48
6428,box,34
6429,buy,26
6430,fast,37
6431,financial,28
6432,already,41
6433,start,17
6434,his,33
6435,executive,47
6436,system,15
6437,have,18
6438,either,43
6439,answer,26
6440,interview,18
6441,commercial,17
6442,administration,43
6443,guess,15
6444,health,41
6445,ten,25
6446,sign,21
6447,pick,32
6448,organization,19
6449,role,49
6450,thousand,16
6451,force,20
6452,decision,45
6453,education,26
6454,expect,33
6455,attorney,12
6456,reality,23
6457,rather,13
6458,travel,42
6459,record,11
6460,question,36
6461,improve,16
6462,partner,21
6463,until,28
6464,ball,30
6465,media,46
6466,brother,50
6467,away,22
6468,we,47
6469,quality,15
6470,begin,37
6471,I,26
6472,look,14
6473,rise,46
6474,Mrs,18
6475,firm,33
6476,particular,49
6477,someone,39
6478,world,42
6479,field,16
6480,hundred,29
6481,too,40
6482,away,20
6483,suggest,16
6484,line,16
6485,together,11
6486,set,41
6487,science,49
6488,mention,16
6489,receive,33
6490,American,45
6491,method,22
6492,billion,35
6493,street,20
6494,town,19
6495,thought,20
6496,easy,44
6497,rich,14
6498,magazine,22
6499,kitchen,23
6500,minute,19
6501,eye,43
6502,when,50
6503,same,13
6504,lawyer,43
6505,drop,25
6506,again,18
6507,experience,10
6508,leader,23
6509,fund,20
6510,involve,16
6511,mean,21
6512,worker,20
6513,network,24
6514,see,11
6515,million,24
6516,site,21
6517,me,32
6518,sing,42
6519,family,49
6520,just,30
6521,consumer,18
6522,box,23
6523,lot,41
6524,represent,41
6525,blood,35
6526,just,38
6527,treat,26
6528,water,26
6529,across,44
6530,brother,50
6531,imagine,37
6532,represent,16
6533,water,41
6534,scientist,44
6535,drive,41
6536,prepare,44
6537,account,42
6538,reflect,50
6539,suggest,16
6540,note,34
6541,there,41
6542,success,16
6543,much,42
6544,each,19
6545,trial,15
6546,piece,45
6547,to,20
6548,everything,32
6549,key,14
6550,daughter,38
6551,will,28
6552,always,27
6553,particular,17
6554,street,26
6555,rich,12
6556,standard,41
6557,teach,44
6558,low,23
6559,job,22
6560,act,24
6561,turn,23
6562,participant,49
6563,appear,30
6564,under,18
6565,good,47
6566,government,20
6567,usually,36
6568,daughter,33
6569,team,45
6570,arrive,25
6571,do,23
6572,young,28
6573,from,39
6574,really,40
6575,lay,27
6576,believe,35
6577,face,28
6578,marriage,10
6579,take,44
6580,show,42
6581,husband,39
6582,wide,25
6583,low,42
6584,remember,47
6585,decide,36
6586,push,50
6587,off,44
6588,wish,22
6589,speak,15
6590,there,13
6591,chance,45
6592,against,50
6593,why,46
6594,recognize,31
6595,trouble,14
6596,really,21
6597,year,22
6598,party,44
6599,evening,31
6600,kid,44
6601,PM,30
6602,consumer,38
6603,week,27
6604,cell,48
6605,positive,22
6606,then,18
6607,ball,11
6608,speak,12
6609,anyone,10
6610,process,33
6611,meet,10
6612,keep,25
6613,until,23
6614,old,19
6615,always,11
6616,military,40
6617,either,26
6618,role,26
6619,effect,19
6620,defense,49
6621,rest,33
6622,current,37
6623,sure,33
6624,age,46
6625,friend,48
6626,why,39
6627,serve,31
6628,develop,42
6629,herself,26
6630,sea,47
6631,plan,20
6632,star,17
6633,standard,33
6634,central,35
6635,happy,19
6636,few,32
6637,adult,36
6638,write,29
6639,anyone,45
6640,fear,50
6641,reality,24
6642,exactly,13
6643,against,25
6644,rather,34
6645,treatment,40
6646,middle,40
6647,issue,15
6648,reduce,34
6649,million,20
6650,traditional,15
6651,difficult,14
6652,including,34
6653,station,19
6654,notice,18
6655,perform,23
6656,position,20
6657,laugh,33
6658,choice,40
6659,American,50
6660,throw,45
6661,case,50
6662,skin,31
6663,deep,22
6664,black,50
6665,people,39
6666,speech,39
6667,rock,22
6668,career,21
6669,hard,28
6670,between,18
6671,buy,24
6672,network,41
6673,respond,33
6674,read,20
6675,vote,29
6676,where,33
6677,woman,31
6678,suggest,27
6679,subject,21
6680,take,50
6681,old,39
6682,imagine,21
6683,remain,22
6684,light,15
6685,cost,44
6686,adult,49
6687,garden,13
6688,doctor,35
6689,blood,48
6690,game,32
6691,share,29
6692,campaign,40
6693,western,50
6694,film,27
6695,beat,25
6696,grow,20
6697,sport,15
6698,our,23
6699,process,49
6700,former,26
6701,key,22
6702,difficult,48
6703,perhaps,27
6704,ask,15
6705,mention,17
6706,present,45
6707,fact,18
6708,two,26
6709,sure,48
6710,fine,48
6711,past,34
6712,she,33
6713,set,44
6714,individual,43
6715,protect,40
6716,scientist,32
6717,design,25
6718,culture,16
6719,those,37
6720,however,34
6721,important,42
6722,mission,44
6723,card,35
6724,may,23
6725,truth,35
6726,various,31
6727,forget,48
6728,other,19
6729,executive,43
6730,more,33
6731,guess,45
6732,model,48
6733,record,43
6734,cup,11
6735,situation,27
6736,book,38
6737,often,26
6738,knowledge,16
6739,citizen,35
6740,ball,34
6741,public,30
6742,rather,33
6743,reflect,14
6744,record,17
6745,picture,16
6746,serious,50
6747,plant,49
6748,school,45
6749,begin,16
6750,task,26
6751,throw,26
6752,indicate,13
6753,certainly,25
6754,action,48
6755,simply,30
6756,say,44
6757,discuss,47
6758,officer,13
6759,southern,44
6760,cultural,44
6761,opportunity,36
6762,wear,39
6763,carry,13
6764,prevent,25
6765,reach,45
6766,single,46
6767,page,50
6768,radio,49
6769,none,29
6770,end,18
6771,color,16
6772,south,48
6773,strong,22
6774,stand,20
6775,serious,40
6776,could,42
6777,thus,28
6778,analysis,43
6779,plant,35
6780,reason,31
6781,direction,43
6782,relationship,10
6783,current,10
6784,international,45
6785,administration,32
6786,situation,30
6787,each,22
6788,likely,42
6789,type,16
6790,country,21
6791,sister,46
6792,Mrs,41
6793,central,18
6794,respond,49
6795,research,29
6796,could,42
6797,plant,10
6798,seek,44
6799,example,19
6800,rather,15
6801,responsibility,38
6802,production,45
6803,most,49
6804,look,32
6805,indeed,24
6806,study,20
6807,recognize,23
6808,nice,11
6809,store,45
6810,feeling,10
6811,have,20
6812,whether,28
6813,pick,22
6814,range,47
6815,suffer,18
6816,executive,14
6817,hard,49
6818,whole,13
6819,production,18
6820,next,30
6821,attorney,17
6822,miss,46
6823,change,46
6824,these,15
6825,speech,24
6826,sea,30
6827,water,42
6828,must,35
6829,without,40
6830,allow,13
6831,study,41
6832,test,11
6833,population,18
6834,provide,47
6835,next,40
6836,artist,37
6837,sister,45
6838,million,34
6839,cell,42
6840,site,43
6841,experience,39
6842,knowledge,25
6843,lose,13
6844,dinner,35
6845,size,49
6846,than,26
6847,sure,50
6848,number,49
6849,everyone,24
6850,somebody,28
6851,leave,25
6852,business,34
6853,campaign,43
6854,create,40
6855,minute,47
6856,research,15
6857,information,35
6858,operation,41
6859,thus,17
6860,brother,33
6861,say,17
6862,health,15
6863,everyone,29
6864,small,35
6865,interview,40
6866,four,35
6867,yes,33
6868,analysis,39
6869,item,31
6870,action,21
6871,score,34
6872,military,22
6873,pass,38
6874,bad,41
6875,throughout,18
6876,center,33
6877,rather,40
6878,knowledge,24
6879,unit,31
6880,resource,44
6881,approach,10
6882,themselves,45
6883,by,48
6884,individual,40
6885,light,49
6886,police,19
6887,while,16
6888,grow,16
6889,kitchen,43
6890,more,21
6891,quickly,11
6892,sound,18
6893,population,12
6894,public,16
6895,fund,27
6896,cut,28
6897,beat,20
6898,state,15
6899,performance,15
6900,it,40
6901,series,22
6902,whole,29
6903,drug,39
6904,only,33
6905,person,10
6906,peace,48
6907,yourself,33
6908,foot,31
6909,style,28
6910,majority,15
6911,particularly,27
6912,though,25
6913,style,10
6914,control,15
6915,continue,47
6916,girl,12
6917,population,25
6918,wonder,47
6919,woman,19
6920,brother,40
6921,become,26
6922,similar,18
6923,each,48
6924,some,45
6925,create,21
6926,peace,39
6927,person,33
6928,poor,23
6929,left,20
6930,reality,17
6931,conference,43
6932,military,24
6933,some,44
6934,picture,45
6935,one,12
6936,sing,21
6937,now,23
6938,step,43
6939,believe,12
6940,recent,25
6941,part,28
6942,bring,34
6943,fast,35
6944,series,43
6945,control,34
6946,lose,35
6947,condition,47
6948,she,28
6949,cold,42
6950,every,49
6951,else,50
6952,represent,32
6953,future,31
6954,suggest,31
6955,second,30
6956,wish,32
6957,sign,41
6958,land,18
6959,certainly,45
6960,guess,36
6961,story,42
6962,would,13
6963,heavy,35
6964,someone,40
6965,rest,50
6966,chair,24
6967,many,16
6968,seven,46
6969,point,41
6970,continue,20
6971,expect,14
6972,behavior,33
6973,create,29
6974,message,38
6975,also,19
6976,thousand,29
6977,husband,26
6978,member,17
6979,physical,48
6980,city,26
6981,keep,29
6982,today,26
6983,one,38
6984,their,42
6985,key,47
6986,manager,47
6987,figure,22
6988,off,48
6989,dinner,44
6990,cell,49
6991,not,21
6992,people,16
6993,democratic,16
6994,blue,38
6995,later,34
6996,sound,46
6997,phone,17
6998,affect,25
6999,American,32
7000,public,43
7001,enjoy,11
7002,rule,25
7003,hundred,23
7004,more,40
7005,exist,28
7006,baby,12
7007,TV,47
7008,forget,11
7009,along,40
7010,turn,25
7011,until,39
7012,your,15
7013,quality,37
7014,research,20
7015,view,13
7016,agreement,40
7017,sell,20
7018,left,11
7019,speech,41
7020,there,21
7021,image,28
7022,ability,25
7023,develop,26
7024,newspaper,18
7025,apply,19
7026,imagine,21
7027,debate,49
7028,manager,30
7029,rest,36
7030,between,25
7031,in,25
7032,dinner,27
7033,program,44
7034,it,47
7035,where,46
7036,local,47
7037,board,28
7038,range,40
7039,car,18
7040,idea,13
7041,want,30
7042,politics,45
7043,begin,30
7044,industry,22
7045,wide,32
7046,mouth,14
7047,media,31
7048,nation,46
7049,lead,15
7050,wind,11
7051,experience,29
7052,dream,21
7053,store,19
7054,his,40
7055,fact,25
7056,city,24
7057,west,49
7058,several,41
7059,shake,33
7060,quality,31
7061,yard,15
7062,case,40
7063,rich,29
7064,grow,38
7065,poor,12
7066,brother,23
7067,structure,26
7068,job,39
7069,prepare,29
7070,among,19
7071,computer,39
7072,physical,18
7073,financial,20
7074,reality,43
7075,hair,50
7076,choice,42
7077,help,34
7078,car,44
7079,yard,14
7080,lot,31
7081,current,15
7082,interesting,29
7083,Mr,43
7084,build,15
7085,opportunity,47
7086,officer,43
7087,question,13
7088,officer,40
7089,perhaps,19
7090,or,43
7091,office,14
7092,big,50
7093,job,47
7094,through,42
7095,hit,28
7096,head,12
7097,score,24
7098,kid,18
7099,fast,13
7100,particular,11
7101,particular,28
7102,human,25
7103,simple,20
7104,others,43
7105,avoid,12
7106,chair,32
7107,address,44
7108,rich,40
7109,ago,49
7110,religious,50
7111,officer,10
7112,performance,41
7113,weight,17
7114,part,49
7115,have,13
7116,approach,37
7117,work,17
7118,find,24
7119,tend,32
7120,fact,19
7121,always,49
7122,message,45
7123,wind,31
7124,site,37
7125,evidence,15
7126,official,14
7127,during,47
7128,federal,20
7129,system,44
7130,morning,18
7131,do,40
7132,choice,36
7133,general,19
7134,well,18
7135,lead,15
7136,culture,26
7137,current,50
7138,account,14
7139,call,10
7140,heavy,26
7141,think,35
7142,add,18
7143,small,29
7144,consider,17
7145,letter,44
7146,moment,41
7147,believe,26
7148,enough,48
7149,important,14
7150,sometimes,29
7151,case,39
7152,maybe,48
7153,herself,38
7154,beautiful,15
7155,serve,47
7156,there,50
7157,check,40
7158,forget,40
7159,public,35
7160,paper,10
7161,senior,42
7162,night,44
7163,quality,43
7164,scientist,11
7165,standard,40
7166,hour,33
7167,single,48
7168,phone,35
7169,personal,22
7170,blood,19
7171,hotel,33
7172,here,15
7173,cause,28
7174,after,50
7175,improve,31
7176,development,10
7177,stop,15
7178,music,27
7179,group,24
7180,window,41
7181,hold,46
7182,sea,25
7183,lay,42
7184,big,15
7185,impact,35
7186,tell,11
7187,money,33
7188,reveal,49
7189,institution,28
7190,where,45
7191,responsibility,16
7192,animal,39
7193,pass,12
7194,can,24
7195,human,19
7196,beautiful,26
7197,area,36
7198,involve,35
7199,policy,13
7200,involve,23
7201,party,44
7202,suddenly,25
7203,interesting,18
7204,range,34
7205,water,41
7206,television,27
7207,three,27
7208,entire,50
7209,program,37
7210,sport,38
7211,discussion,13
7212,life,10
7213,five,20
7214,rest,41
7215,despite,50
7216,tough,29
7217,mouth,36
7218,understand,11
7219,agree,36
7220,more,50
7221,wait,44
7222,evidence,19
7223,wish,44
7224,loss,19
7225,play,41
7226,front,32
7227,record,47
7228,interview,44
7229,get,27
7230,character,37
7231,information,31
7232,ability,26
7233,but,25
7234,ok,33
7235,long,36
7236,author,42
7237,individual,50
7238,picture,23
7239,staff,13
7240,drive,15
7241,that,35
7242,soon,16
7243,important,39
7244,fine,28
7245,store,12
7246,cover,50
7247,onto,22
7248,now,19
7249,one,15
7250,leg,14
7251,month,43
7252,game,19
7253,always,32
7254,yard,18
7255,minute,41
7256,international,50
7257,clearly,50
7258,set,11
7259,player,48
7260,cut,24
7261,remain,21
7262,car,28
7263,candidate,14
7264,billion,13
7265,dream,25
7266,finally,40
7267,service,47
7268,voice,34
7269,society,33
7270,response,49
7271,also,31
7272,ten,18
7273,feeling,14
7274,step,26
7275,fill,36
7276,public,35
7277,though,31
7278,become,28
7279,top,20
7280,follow,48
7281,drive,10
7282,strategy,25
7283,sit,32
7284,military,24
7285,direction,13
7286,first,15
7287,year,39
7288,base,32
7289,traditional,41
7290,finish,35
7291,decide,31
7292,suffer,25
7293,where,41
7294,inside,39
7295,bad,29
7296,war,16
7297,environment,14
7298,must,34
7299,one,29
7300,knowledge,43
7301,speech,21
7302,home,38
7303,born,18
7304,expert,22
7305,page,43
7306,worker,41
7307,paper,17
7308,politics,34
7309,why,24
7310,return,10
7311,institution,18
7312,group,29
7313,ground,50
7314,police,10
7315,raise,40
7316,attorney,42
7317,think,43
7318,if,49
7319,ever,38
7320,thought,13
7321,take,43
7322,increase,27
7323,himself,22
7324,speech,15
7325,nothing,24
7326,inside,47
7327,whole,20
7328,trial,20
7329,floor,29
7330,fast,46
7331,Mr,40
7332,speak,29
7333,begin,11
7334,impact,21
7335,concern,31
7336,message,29
7337,present,39
7338,professional,37
7339,whole,41
7340,least,50
7341,ago,39
7342,sing,18
7343,everyone,21
7344,space,15
7345,focus,36
7346,suffer,48
7347,hold,43
7348,learn,42
7349,benefit,19
7350,visit,13
7351,like,10
7352,field,36
7353,appear,32
7354,court,14
7355,door,31
7356,never,25
7357,show,47
7358,side,11
7359,goal,46
7360,wall,23
7361,water,48
7362,measure,48
7363,particularly,39
7364,idea,18
7365,decide,13
7366,good,36
7367,future,46
7368,street,49
7369,Congress,14
7370,difference,26
7371,tonight,14
7372,role,42
7373,trial,45
7374,rich,31
7375,better,36
7376,upon,37
7377,film,41
7378,heart,48
7379,over,30
7380,expect,21
7381,billion,19
7382,college,18
7383,avoid,13
7384,case,30
7385,to,27
7386,be,21
7387,customer,13
7388,consider,13
7389,visit,33
7390,leader,20
7391,dream,10
7392,seat,18
7393,job,19
7394,ever,11
7395,understand,27
7396,cultural,16
7397,range,24
7398,continue,31
7399,such,10
7400,effort,30
7401,job,38
7402,most,47
7403,pressure,44
7404,experience,44
7405,young,48
7406,along,14
7407,white,36
7408,doctor,29
7409,pay,36
7410,marriage,43
7411,table,38
7412,firm,25
7413,from,19
7414,generation,23
7415,public,12
7416,sense,49
7417,only,23
7418,scene,25
